Type,Rotational speed [rpm],Torque [Nm],Tool wear [min],air_temp_celsius,process_temp_celsius,temp_diff,temp_diff_above_threshold,power,power_out_of_range,strain,strain_below_11k,strain_above_12k,Machine failure
0,1389,49.6,169,28.950000000000045,37.35000000000002,8.399999999999977,0,7214.621568,0,8382.4,1,0,0
0,1475,42.4,24,24.450000000000045,35.35000000000002,10.899999999999977,1,6549.188799999999,0,1017.5999999999999,1,0,0
0,1416,44.2,46,22.850000000000023,33.55000000000001,10.699999999999989,1,6554.131584,0,2033.2,1,0,0
0,2052,18.9,40,29.350000000000023,38.85000000000002,9.5,1,4061.3348159999996,0,756.0,1,0,0
1,1692,29.0,216,26.850000000000023,38.25,11.399999999999977,1,5138.40096,0,6264.0,1,0,1
1,1733,26.7,108,27.55000000000001,36.35000000000002,8.800000000000011,1,4845.509591999999,0,2883.6,1,0,0
0,1447,58.1,129,24.25,35.650000000000034,11.400000000000034,1,8803.883704,0,7494.900000000001,1,0,0
0,1615,35.4,217,24.150000000000034,34.950000000000045,10.800000000000011,1,5986.947119999999,0,7681.799999999999,1,0,1
0,1498,46.9,116,26.450000000000045,37.650000000000034,11.199999999999989,1,7357.229263999999,0,5440.4,1,0,0
0,1800,26.0,135,28.25,37.950000000000045,9.700000000000045,1,4900.896,0,3510.0,1,0,0
0,1413,42.1,86,25.950000000000045,35.650000000000034,9.699999999999989,1,6229.510056,0,3620.6,1,0,0
0,1420,55.8,113,29.950000000000045,37.950000000000045,8.0,0,8297.59392,0,6305.4,1,0,0
0,1418,43.9,129,28.450000000000045,37.450000000000045,9.0,1,6518.840943999999,0,5663.099999999999,1,0,0
0,1635,31.0,107,27.450000000000045,36.85000000000002,9.399999999999977,1,5307.7332,0,3317.0,1,0,0
1,1560,33.0,181,25.05000000000001,35.150000000000034,10.100000000000023,1,5390.985599999999,0,5973.0,1,0,0
0,1688,30.7,161,27.55000000000001,37.950000000000045,10.400000000000034,1,5426.757952,0,4942.7,1,0,0
0,1479,36.2,115,29.25,37.150000000000034,7.900000000000034,0,5606.6878560000005,0,4163.0,1,0,0
0,1550,34.8,177,28.950000000000045,38.05000000000001,9.099999999999966,1,5648.596799999999,0,6159.599999999999,1,0,0
0,1705,26.0,200,24.05000000000001,34.85000000000002,10.800000000000011,1,4642.2375999999995,0,5200.0,1,0,0
2,1294,55.8,202,25.650000000000034,37.35000000000002,11.699999999999989,1,7561.328543999999,0,11271.599999999999,0,0,0
0,1623,31.1,152,26.150000000000034,35.75,9.599999999999966,1,5285.773416,0,4727.2,1,0,0
0,1915,22.4,79,22.55000000000001,33.150000000000034,10.600000000000023,1,4492.069119999999,0,1769.6,1,0,0
1,2448,13.8,29,24.350000000000023,35.05000000000001,10.699999999999989,1,3537.692928,0,400.20000000000005,1,0,0
2,1418,43.4,130,29.55000000000001,37.950000000000045,8.400000000000034,0,6444.594463999999,0,5642.0,1,0,0
0,1751,23.8,196,29.75,38.05000000000001,8.300000000000011,0,4364.080336,0,4664.8,1,0,0
1,1471,50.7,157,24.150000000000034,35.450000000000045,11.300000000000011,1,7809.986183999999,0,7959.900000000001,1,0,0
2,1375,54.0,186,30.450000000000045,39.35000000000002,8.899999999999977,1,7775.459999999999,0,10044.0,1,0,0
0,1638,31.9,131,24.25,35.55000000000001,11.300000000000011,1,5471.850383999999,0,4178.9,1,0,0
2,1577,37.1,0,25.25,35.75,10.5,1,6126.821624,0,0.0,1,0,0
0,1509,38.0,168,25.850000000000023,36.85000000000002,11.0,1,6004.85424,0,6384.0,1,0,0
0,1638,35.1,38,24.950000000000045,34.85000000000002,9.899999999999977,1,6020.750735999999,0,1333.8,1,0,0
0,1482,37.6,132,26.150000000000034,35.450000000000045,9.300000000000011,1,5835.333503999999,0,4963.2,1,0,0
1,1358,52.3,56,28.650000000000034,37.75,9.099999999999966,1,7437.570447999999,0,2928.7999999999997,1,0,0
0,1465,49.4,109,25.150000000000034,34.55000000000001,9.399999999999977,1,7578.6911199999995,0,5384.599999999999,1,0,0
0,1334,48.0,42,25.450000000000045,36.85000000000002,11.399999999999977,1,6705.4310399999995,0,2016.0,1,0,0
0,1565,39.5,124,23.650000000000034,34.650000000000034,11.0,1,6473.5286,0,4898.0,1,0,0
1,1551,35.4,82,26.55000000000001,35.75,9.199999999999989,1,5749.693487999999,0,2902.7999999999997,1,0,0
1,1385,44.0,5,23.05000000000001,34.05000000000001,11.0,1,6381.636799999999,0,220.0,1,0,0
0,1383,50.3,231,28.850000000000023,37.650000000000034,8.800000000000011,1,7284.8363279999985,0,11619.3,0,0,1
0,1480,41.4,135,30.450000000000045,39.75,9.299999999999955,1,6416.403839999999,0,5589.0,1,0,0
0,1650,31.9,126,28.650000000000034,37.450000000000045,8.800000000000011,1,5511.937199999999,0,4019.3999999999996,1,0,0
0,1721,30.0,87,29.650000000000034,37.950000000000045,8.300000000000011,0,5406.6936,0,2610.0,1,0,0
0,1411,41.6,140,27.450000000000045,36.450000000000045,9.0,1,6146.812672,0,5824.0,1,0,0
1,1409,43.2,9,27.150000000000034,36.85000000000002,9.699999999999989,1,6374.180736,0,388.8,1,0,0
0,1233,64.6,45,28.05000000000001,37.650000000000034,9.600000000000023,1,8341.136496,0,2906.9999999999995,1,0,0
0,1518,44.3,163,24.05000000000001,35.35000000000002,11.300000000000011,1,7042.147727999999,0,7220.9,1,0,0
1,1444,46.0,180,27.650000000000034,36.75,9.099999999999966,1,6955.92128,0,8280.0,1,0,0
1,1390,53.4,175,24.450000000000045,35.450000000000045,11.0,1,7772.94672,0,9345.0,1,0,0
1,1543,33.3,71,30.350000000000023,39.150000000000034,8.800000000000011,1,5380.712567999999,0,2364.2999999999997,1,0,0
0,1664,28.1,67,24.25,35.25,11.0,1,4896.539648,0,1882.7,1,0,0
2,1649,29.4,49,30.150000000000034,38.650000000000034,8.5,0,5076.888432,0,1440.6,1,0,0
0,1709,32.1,79,26.850000000000023,35.85000000000002,9.0,1,5744.824008,0,2535.9,1,0,0
0,1493,40.5,90,22.650000000000034,33.35000000000002,10.699999999999989,1,6332.05188,0,3645.0,1,0,0
0,1495,51.2,175,27.25,38.150000000000034,10.900000000000034,1,8015.68768,0,8960.0,1,0,0
0,1445,43.4,197,25.950000000000045,35.75,9.799999999999955,1,6567.3053599999985,0,8549.8,1,0,0
0,1593,34.9,139,28.650000000000034,37.35000000000002,8.699999999999989,1,5821.981703999999,0,4851.099999999999,1,0,0
0,1340,47.8,54,29.05000000000001,37.650000000000034,8.600000000000023,1,6707.5254399999985,0,2581.2,1,0,0
0,1312,73.6,49,27.950000000000045,37.25,9.299999999999955,1,10112.098304,1,3606.3999999999996,1,0,1
0,1546,33.1,156,29.150000000000034,37.950000000000045,8.800000000000011,1,5358.794672,0,5163.6,1,0,0
1,1233,52.3,23,27.450000000000045,37.05000000000001,9.599999999999966,1,6752.963447999999,0,1202.8999999999999,1,0,0
0,1708,29.1,14,27.75,37.650000000000034,9.900000000000034,1,5204.877216,0,407.40000000000003,1,0,0
0,1511,45.8,114,24.850000000000023,35.55000000000001,10.699999999999989,1,7247.021936,0,5221.2,1,0,0
1,1476,43.5,129,25.05000000000001,35.150000000000034,10.100000000000023,1,6723.65232,0,5611.5,1,0,0
0,1755,27.9,148,27.75,37.75,10.0,1,5127.562439999999,0,4129.2,1,0,0
2,1329,55.3,135,22.450000000000045,33.05000000000001,10.599999999999966,1,7696.260264,0,7465.5,1,0,0
2,1355,58.9,138,24.350000000000023,35.450000000000045,11.100000000000023,1,8357.65084,0,8128.2,1,0,0
0,1492,44.6,15,27.850000000000023,37.75,9.899999999999977,1,6968.403904,0,669.0,1,0,0
1,1402,50.7,185,27.75,38.85000000000002,11.100000000000023,1,7443.644208000001,0,9379.5,1,0,0
0,1334,49.8,186,25.350000000000023,35.150000000000034,9.800000000000011,1,6956.884703999998,0,9262.8,1,0,0
0,1528,36.7,147,25.650000000000034,36.85000000000002,11.199999999999989,1,5872.446272,0,5394.900000000001,1,0,0
1,1363,45.7,91,29.450000000000045,38.85000000000002,9.399999999999977,1,6522.914552,0,4158.7,1,0,0
0,1708,27.3,170,25.150000000000034,35.75,10.599999999999966,1,4882.926047999999,0,4641.0,1,0,0
0,1444,40.5,170,25.350000000000023,35.05000000000001,9.699999999999989,1,6124.23504,0,6885.0,1,0,0
0,1771,27.1,104,27.05000000000001,36.55000000000001,9.5,1,5025.942152,0,2818.4,1,0,0
1,1843,25.8,130,25.55000000000001,35.85000000000002,10.300000000000011,1,4979.373168,0,3354.0,1,0,0
0,1820,24.6,79,24.25,35.450000000000045,11.200000000000045,1,4688.52384,0,1943.4,1,0,0
0,1552,38.9,23,27.150000000000034,38.35000000000002,11.199999999999989,1,6322.239616,0,894.6999999999999,1,0,0
1,1636,35.3,153,27.75,37.75,10.0,1,6047.6637759999985,0,5400.9,1,0,0
1,1697,28.2,191,27.55000000000001,38.75,11.199999999999989,1,5011.417487999999,0,5386.2,1,0,0
1,1742,30.0,37,25.450000000000045,36.05000000000001,10.599999999999966,1,5472.6672,0,1110.0,1,0,0
1,1402,47.0,23,30.350000000000023,39.55000000000001,9.199999999999989,1,6900.41968,0,1081.0,1,0,0
0,1595,38.8,154,27.150000000000034,38.450000000000045,11.300000000000011,1,6480.701919999999,0,5975.2,1,0,0
0,1662,32.7,0,24.850000000000023,35.150000000000034,10.300000000000011,1,5691.259728,0,0.0,1,0,0
0,1547,36.5,179,23.650000000000034,34.450000000000045,10.800000000000011,1,5913.06716,0,6533.5,1,0,0
0,1397,43.7,102,28.450000000000045,36.75,8.299999999999955,0,6393.040808,0,4457.400000000001,1,0,0
1,1374,53.6,136,30.650000000000034,39.55000000000001,8.899999999999977,1,7712.251008,0,7289.6,1,0,0
0,1744,26.8,94,27.350000000000023,38.450000000000045,11.100000000000023,1,4894.5290239999995,0,2519.2000000000003,1,0,0
2,1530,40.4,112,27.25,36.25,9.0,1,6472.9526399999995,0,4524.8,1,0,0
1,1608,40.6,79,30.75,40.05000000000001,9.300000000000011,1,6836.624256,0,3207.4,1,0,0
1,1745,26.3,150,26.650000000000034,38.05000000000001,11.399999999999977,1,4805.96732,0,3945.0,1,0,0
1,1421,46.0,206,29.75,39.25,9.5,1,6845.12752,0,9476.0,1,0,0
1,1330,53.6,62,25.950000000000045,35.25,9.299999999999955,1,7465.279359999999,0,3323.2000000000003,1,0,0
0,1681,27.6,181,23.950000000000045,34.650000000000034,10.699999999999989,1,4858.547232,0,4995.6,1,0,0
0,1690,29.2,108,26.350000000000023,36.05000000000001,9.699999999999989,1,5167.72256,0,3153.6,1,0,0
0,1760,26.9,193,26.850000000000023,37.05000000000001,10.199999999999989,1,4957.8636799999995,0,5191.7,1,0,0
0,1666,29.8,41,23.650000000000034,34.85000000000002,11.199999999999989,1,5199.012896,0,1221.8,1,0,0
0,1427,44.7,135,24.350000000000023,35.75,11.399999999999977,1,6679.764168000001,0,6034.5,1,0,0
0,1458,39.8,87,24.850000000000023,36.05000000000001,11.199999999999989,1,6076.734047999999,0,3462.6,1,0,0
1,1618,30.3,125,26.55000000000001,37.950000000000045,11.400000000000034,1,5133.939888,0,3787.5,1,0,0
0,2235,15.8,156,27.75,37.85000000000002,10.100000000000023,1,3697.97736,0,2464.8,1,0,0
1,1183,61.4,170,27.05000000000001,36.55000000000001,9.5,1,7606.462863999999,0,10438.0,1,0,0
1,1365,49.2,36,24.55000000000001,34.150000000000034,9.600000000000023,1,7032.785760000001,0,1771.2,1,0,0
0,1452,45.7,122,23.75,34.450000000000045,10.700000000000045,1,6948.842208,0,5575.400000000001,1,0,0
0,1485,44.7,78,26.150000000000034,35.35000000000002,9.199999999999989,1,6951.26124,0,3486.6000000000004,1,0,0
0,1902,23.4,188,28.850000000000023,37.650000000000034,8.800000000000011,1,4660.752095999999,0,4399.2,1,0,0
0,1440,52.5,200,27.450000000000045,37.55000000000001,10.099999999999966,1,7916.831999999999,0,10500.0,1,0,0
2,1691,28.0,36,27.450000000000045,36.25,8.799999999999955,1,4958.28256,0,1008.0,1,0,0
0,1458,41.8,132,25.05000000000001,35.150000000000034,10.100000000000023,1,6382.097567999999,0,5517.599999999999,1,0,0
0,1356,52.6,188,25.850000000000023,35.25,9.399999999999977,1,7469.216831999999,0,9888.800000000001,1,0,0
1,1460,53.6,74,27.850000000000023,37.450000000000045,9.600000000000023,1,8194.96832,0,3966.4,1,0,0
2,1654,34.3,136,25.55000000000001,36.450000000000045,10.900000000000034,1,5940.995983999999,0,4664.799999999999,1,0,0
0,1531,37.4,16,25.25,36.150000000000034,10.900000000000034,1,5996.204367999999,0,598.4,1,0,0
2,1377,56.7,50,26.950000000000045,38.25,11.299999999999955,1,8176.108248,0,2835.0,1,0,0
0,1408,47.2,0,26.05000000000001,35.85000000000002,9.800000000000011,1,6959.439871999999,0,0.0,1,0,0
0,1578,36.3,141,29.75,39.150000000000034,9.400000000000034,1,5998.508207999999,0,5118.299999999999,1,0,0
0,1723,27.3,67,24.350000000000023,35.25,10.899999999999977,1,4925.808888,0,1829.1000000000001,1,0,0
1,2028,18.9,45,30.950000000000045,40.05000000000001,9.099999999999966,1,4013.8338239999994,0,850.4999999999999,1,0,0
0,1679,30.1,136,27.25,36.55000000000001,9.300000000000011,1,5292.328888,0,4093.6000000000004,1,0,0
0,1983,20.2,114,25.350000000000023,36.05000000000001,10.699999999999989,1,4194.7271519999995,0,2302.7999999999997,1,0,0
0,1385,56.4,202,23.850000000000023,34.650000000000034,10.800000000000011,1,8180.098079999999,0,11392.8,0,0,1
0,1634,34.2,184,29.25,37.950000000000045,8.700000000000045,1,5852.046816,0,6292.8,1,0,0
0,1730,25.9,59,25.650000000000034,35.450000000000045,9.800000000000011,1,4692.189039999999,0,1528.1,1,0,0
0,1512,36.2,172,26.55000000000001,36.450000000000045,9.900000000000034,1,5731.786368,0,6226.400000000001,1,0,0
2,1397,45.4,191,26.150000000000034,35.650000000000034,9.5,1,6641.740335999999,0,8671.4,1,0,0
1,1358,50.6,133,29.25,38.650000000000034,9.400000000000034,1,7195.813856,0,6729.8,1,0,0
2,1735,27.2,192,28.850000000000023,36.75,7.899999999999977,0,4941.94624,0,5222.4,1,0,0
2,1430,49.8,174,28.75,37.85000000000002,9.100000000000023,1,7457.530079999999,0,8665.199999999999,1,0,0
0,1463,37.5,145,27.05000000000001,38.25,11.199999999999989,1,5745.200999999999,0,5437.5,1,0,0
0,1478,39.0,153,27.350000000000023,38.85000000000002,11.5,1,6036.27024,0,5967.0,1,0,0
0,1406,43.8,12,25.75,37.450000000000045,11.700000000000045,1,6448.950815999999,0,525.5999999999999,1,0,0
0,1551,40.0,125,24.150000000000034,35.55000000000001,11.399999999999977,1,6496.828799999999,0,5000.0,1,0,0
0,1553,40.5,135,24.450000000000045,35.450000000000045,11.0,1,6586.521479999999,0,5467.5,1,0,0
1,1557,37.3,164,31.05000000000001,40.35000000000002,9.300000000000011,1,6081.729191999999,0,6117.2,1,0,0
0,1470,40.3,83,25.850000000000023,36.950000000000045,11.100000000000023,1,6203.717519999999,0,3344.8999999999996,1,0,0
0,1507,39.2,225,30.05000000000001,38.35000000000002,8.300000000000011,0,6186.271168,0,8820.0,1,0,0
0,1487,40.2,48,29.350000000000023,37.25,7.899999999999977,0,6259.889328,0,1929.6000000000001,1,0,0
1,1483,40.2,162,27.55000000000001,36.950000000000045,9.400000000000034,1,6243.050352,0,6512.400000000001,1,0,0
1,1702,29.3,32,27.75,37.35000000000002,9.600000000000023,1,5222.239792,0,937.6,1,0,0
0,1454,49.0,166,25.150000000000034,35.650000000000034,10.5,1,7460.88112,0,8134.0,1,0,0
0,1734,32.4,161,25.850000000000023,35.450000000000045,9.600000000000023,1,5883.337151999999,0,5216.4,1,0,0
1,1459,45.2,34,24.350000000000023,35.150000000000034,10.800000000000011,1,6905.948896,0,1536.8000000000002,1,0,0
1,1758,26.8,116,27.75,36.35000000000002,8.600000000000023,1,4933.819968,0,3108.8,1,0,0
0,1364,44.5,162,25.350000000000023,36.25,10.899999999999977,1,6356.294559999999,0,7209.0,1,0,0
0,1412,41.0,109,22.75,33.450000000000045,10.700000000000045,1,6062.450239999999,0,4469.0,1,0,0
0,1477,46.3,251,29.55000000000001,39.25,9.699999999999989,1,7161.2876719999995,0,11621.3,0,0,1
0,1520,39.3,73,29.55000000000001,37.35000000000002,7.800000000000011,0,6255.553919999999,0,2868.8999999999996,1,0,0
0,1719,31.9,0,28.75,36.55000000000001,7.800000000000011,0,5742.436392,0,0.0,1,0,0
0,1418,51.2,52,24.25,35.35000000000002,11.100000000000023,1,7602.8395519999995,0,2662.4,1,0,0
0,1545,35.9,152,29.05000000000001,38.450000000000045,9.400000000000034,1,5808.347159999999,0,5456.8,1,0,0
1,1469,44.1,150,24.150000000000034,35.650000000000034,11.5,1,6784.065288,0,6615.0,1,0,0
1,1336,58.2,2,30.05000000000001,38.35000000000002,8.300000000000011,0,8142.524543999999,0,116.4,1,0,1
0,1477,41.5,100,27.75,37.75,10.0,1,6418.8647599999995,0,4150.0,1,0,0
1,1424,41.3,101,26.350000000000023,37.55000000000001,11.199999999999989,1,6158.708863999999,0,4171.299999999999,1,0,0
0,1585,32.3,50,27.850000000000023,38.950000000000045,11.100000000000023,1,5361.19276,0,1614.9999999999998,1,0,0
1,1538,38.0,98,26.05000000000001,35.25,9.199999999999989,1,6120.25568,0,3724.0,1,0,0
1,1515,41.8,170,27.850000000000023,37.75,9.899999999999977,1,6631.60344,0,7105.999999999999,1,0,0
0,1477,43.6,196,28.950000000000045,38.150000000000034,9.199999999999989,1,6743.674784,0,8545.6,1,0,0
1,1420,43.0,133,27.75,37.55000000000001,9.800000000000011,1,6394.203199999999,0,5719.0,1,0,0
0,1530,37.8,57,29.150000000000034,38.35000000000002,9.199999999999989,1,6056.376479999999,0,2154.6,1,0,0
0,1517,36.7,233,24.350000000000023,36.25,11.899999999999977,1,5830.170808000001,0,8551.1,1,0,0
0,1504,41.0,51,25.650000000000034,37.05000000000001,11.399999999999977,1,6457.4540799999995,0,2091.0,1,0,0
1,1525,35.9,132,24.950000000000045,34.650000000000034,9.699999999999989,1,5733.158199999999,0,4738.8,1,0,0
0,1536,34.2,45,27.75,37.25,9.5,1,5501.067264,0,1539.0000000000002,1,0,0
