UserID,CourseCategory,TimeSpentOnCourse,NumberOfVideosWatched,NumberOfQuizzesTaken,QuizScores,CompletionRate,DeviceType,CourseCompletion
3202,Arts,99.75386082052769,19,4,70.54991868410816,24.970614858497974,1,1
1157,Programming,46.99369367948536,0,7,62.524510949444775,57.054908474642495,0,0
3066,Business,83.31024557110081,4,1,93.29728091488354,95.83785631215684,0,0
7054,Business,52.25632505334176,9,0,86.32073431530327,46.52250129976818,1,0
3998,Health,84.48990313430181,0,9,96.16317483383283,84.77026050376995,0,1
4030,Programming,61.03931977881102,13,6,67.99691586063622,42.08148502477037,1,0
1963,Health,55.67000573721081,11,9,89.06386077005743,46.99548634486855,0,1
3738,Programming,1.5663722226544978,8,4,51.88603763462213,50.95618640651922,0,0
7945,Programming,89.5445955161506,15,2,98.24105898950305,94.66678069631789,0,1
8455,Arts,87.74610602003246,20,8,81.89673528609613,36.68965168913999,0,0
8214,Health,23.91222641587904,20,10,56.91001466740049,47.89633474805014,1,0
8149,Programming,74.868899878852,10,1,68.9028814238327,1.1746895223129994,1,0
7064,Programming,93.96904918381499,20,7,83.4137733487016,87.83881742513633,0,1
2511,Business,82.1669466051735,14,2,96.60884974587046,40.20975129423328,0,0
6128,Programming,52.16325887437178,19,4,95.98129001977571,80.38279316053402,1,1
5403,Business,35.14402824314515,19,4,63.496014273245166,64.20498938858061,0,1
8091,Health,47.13434792094828,18,0,56.7867653791634,60.60176960592657,1,0
3260,Arts,64.5357650396601,14,9,87.73876955683595,93.15762948059138,0,1
4293,Health,4.179855850713633,15,6,64.8875384746979,20.90977296359089,1,0
4848,Health,40.62169045834231,12,9,88.8620351658578,9.453955461377006,1,1
5952,Business,11.388978852466996,9,9,73.4406909906941,39.978662791044094,0,0
6656,Science,4.439472446310367,8,10,98.49116689265023,20.70846545136995,1,0
7984,Programming,25.499305220632408,4,10,77.37668842546604,8.998963191982668,0,0
7837,Arts,21.112843798056684,2,4,84.67030688857676,93.70550941381522,0,1
4359,Arts,9.284417836522035,4,6,78.26216595438746,65.10731742262826,1,0
6898,Science,55.01186032779908,18,10,79.45224189908518,97.84185220555266,1,1
5090,Science,76.5756771656946,12,8,61.071089338512664,29.016247073068925,0,0
1481,Business,58.80196846349352,19,3,83.26468690952731,19.007688415660883,1,0
5336,Arts,20.943201682933587,1,3,67.4132755485814,39.68213969230292,1,0
3992,Arts,33.580492151161195,3,8,83.07007991059885,71.55146279627289,1,1
4137,Business,7.724694218059798,13,9,96.01446045061695,72.40334894690264,0,1
6422,Health,46.23256094326037,3,4,55.67439199764145,88.50579136569165,1,0
305,Arts,2.2637772252718387,17,9,94.0410334648175,93.38300222934068,0,1
3599,Arts,70.13301907011545,17,4,64.93440531649782,84.61031400809817,1,1
4412,Programming,64.31582881135381,2,1,50.11893008067853,55.0337827720627,1,0
4886,Business,13.264175964260629,1,6,99.89047277914742,53.35689123375985,0,0
8294,Programming,89.92764928380763,13,4,64.60157057111489,31.497193240738596,1,1
8186,Arts,40.43938989028363,10,6,75.39880616220685,46.788351120267926,1,1
1568,Business,60.3369916220883,10,6,74.76458656753562,94.36787885429892,1,1
901,Arts,68.90175123356,15,1,84.79200519299607,33.54557116098081,1,0
6549,Arts,75.06291387483361,5,2,54.71767736459012,20.181305587600207,1,0
7731,Arts,21.304281618637383,14,4,67.85519575591739,63.763835690391524,0,1
6351,Business,85.88406981842928,14,7,67.04892736996501,34.03748706200561,0,0
967,Programming,29.500070830149614,17,8,90.0641179243371,30.405649568933125,1,1
7769,Science,20.90726535219855,13,0,87.86807382679848,73.03273105093909,1,1
7962,Arts,77.30213291535003,2,5,60.511294232126986,10.461542637947518,0,0
5957,Science,21.04537784999662,8,8,54.64117838806955,46.41868399299827,1,0
8011,Arts,51.87187856764312,12,9,97.79603459297616,98.1304937721164,1,1
3035,Arts,17.55238960017957,17,3,56.60612619560328,55.87074126296901,1,0
8429,Programming,96.6948842341572,16,3,53.19100589266155,6.90697583599097,1,1
2424,Business,50.27789979708274,19,5,80.65378558585638,60.601680113699764,0,1
312,Arts,40.9610227548543,12,10,58.03086465996762,70.47871500043227,0,1
8402,Business,17.530413493582845,8,10,87.50647034590921,35.87914070340285,1,0
263,Health,89.77790844086671,0,4,95.51006417810171,7.20195123793469,1,0
6619,Business,26.030544533350962,19,5,72.35856893002477,73.9667399126054,1,1
7339,Business,75.95949591583944,10,8,89.0100800298086,99.75015533375888,0,1
5165,Business,50.54899461258477,17,0,96.67524825551548,98.22668880537593,0,1
8280,Science,98.87699893648724,19,1,74.2539050023157,17.378650187307965,0,0
4043,Arts,25.625583362827044,3,3,76.13125861382457,72.77790851215245,0,0
2177,Programming,85.77222767662947,7,4,85.61544429642566,23.626920956402575,0,1
5941,Business,44.20839148348817,15,5,88.9432813292398,98.49870694213776,0,1
8504,Business,31.205809830996134,7,3,94.27552187882807,86.19518798543506,1,1
2084,Science,24.977393309301075,5,10,87.38557626267573,83.44668050654933,0,1
931,Business,5.694147977868408,14,9,65.15376834168087,57.99243662687415,1,0
6806,Science,1.9113610716736562,8,2,69.61580112317624,2.81354124824158,0,0
6044,Programming,32.034053703476054,12,1,74.90287009827692,51.17855493880601,0,0
1982,Science,17.741286141644498,2,1,80.59119755497976,15.681292947329084,0,0
3087,Health,9.31616973754194,6,8,51.99012097602919,21.762275540593233,1,0
1315,Health,51.87370764304513,6,9,55.68914986902414,7.336565938054019,1,0
2138,Programming,27.22175952354357,4,10,86.27103530577426,18.567148673432264,0,0
1957,Science,95.10860929451789,15,6,85.08620617537736,38.20289909337884,1,1
5874,Health,18.530021269678038,16,7,61.5450931986686,66.14472488754824,1,0
1833,Business,34.71701780469075,20,9,72.3618967889136,30.774515118148436,1,1
2331,Programming,92.9730676859633,16,9,82.01487518318757,89.10037963132255,0,1
260,Business,20.15127557318181,19,9,96.40301778252825,45.06465913472266,1,1
8284,Business,86.7750978229576,8,9,81.11635891459215,53.3306365640841,1,1
1427,Science,65.88293674688187,8,1,52.55827868057305,4.229916702820191,0,0
1541,Business,43.23259820438494,2,3,74.67740653685766,1.119061395617027,0,0
6610,Business,36.15818831626328,11,4,92.99504451915809,38.79256753735103,1,1
3242,Business,93.8607986804902,4,7,84.9478703502393,50.07656288003105,1,0
1075,Health,59.49632037445159,1,10,53.77946163513258,29.51732752715919,1,0
601,Arts,33.11938463487156,11,9,67.31472810141982,81.94937898564864,1,1
7037,Business,3.356798282575958,18,2,73.98281249937983,76.30678613498885,0,0
8875,Business,16.018954934885944,5,3,78.31546522828148,58.147683354210244,1,1
2515,Science,30.506209756344234,13,3,77.73009218893688,73.24874359053992,1,1
1030,Programming,93.75797613696085,11,5,73.43541497914916,11.832285155225698,0,1
5995,Business,19.671294195887608,2,4,95.23321460569065,37.35124070664491,1,0
6965,Arts,6.994673367884799,12,10,71.23054938911004,21.32907023759415,1,0
6811,Business,29.185098919867993,13,0,86.45694748476237,12.095744346586844,0,0
118,Arts,72.51497725564705,18,3,56.5111732759795,43.79468106321828,0,0
139,Business,53.13289931638914,10,2,85.42571276294193,71.81642457683691,0,1
5137,Science,72.24672863407444,13,8,79.65791476564921,87.40023281042775,1,1
2545,Science,27.91421194586566,12,2,62.74921795298175,44.7507492074815,1,0
3271,Science,97.31280386632395,13,5,67.49888417111893,10.238124194339647,0,0
116,Health,94.8940903986078,10,3,84.51899473146182,27.608672842124705,1,0
5656,Health,38.17422689084048,0,7,68.25789271326133,94.95314606862237,1,0
6993,Programming,47.79798296499262,16,6,99.45658031548152,72.3646022842546,1,1
804,Health,92.25094027571447,10,7,58.9871575793124,35.77520503273558,0,0
689,Programming,20.614943440534127,0,3,64.90926870443323,95.10628096842508,1,0
548,Business,55.85177996256086,8,9,95.50051605301778,22.944626993410555,1,1
1212,Arts,26.53601117190316,18,1,69.06431323729844,79.48989106144786,0,0
7656,Programming,63.38837133640267,6,6,78.20733735815587,36.031719202584235,0,1
5334,Programming,66.87507447118715,4,5,93.6114584867073,98.43762114665499,0,1
4712,Science,72.10556150314714,12,8,91.65622690799164,4.445659843011873,1,1
8677,Arts,44.97174815893753,9,10,99.58943237206657,41.47876453072497,0,1
5682,Programming,34.08731404370523,20,8,50.56695291171948,51.3873248116503,0,0
8835,Science,7.052625371210137,15,10,58.74270038427077,61.23584171610206,1,1
2606,Arts,40.51182065618518,7,7,84.13661667109162,43.141739931961865,1,1
6566,Business,17.200542291464448,2,7,66.77819237505666,13.70781674983208,0,0
4009,Business,90.64140052160415,12,5,95.3946814243713,37.08997504932074,0,1
6495,Business,29.205953681134748,11,8,59.94863592874982,26.389538577120387,1,0
373,Business,5.621797170028102,2,6,67.8544748882983,38.95945439924871,0,0
8388,Health,53.195250408439186,19,4,92.03606429977054,99.02767116879038,1,1
5104,Arts,74.34012710854168,8,1,83.6747517343513,29.419810517269074,0,0
2615,Science,21.904645705760768,4,6,72.78852150289683,55.7168526535654,1,0
3273,Health,71.89325476650619,9,3,58.93807921820053,60.45784784843784,1,0
1589,Science,67.46543288078277,13,8,55.07779429753203,60.1334231177981,1,1
3577,Business,2.5212588227376074,3,3,88.35124117829,42.316143260452996,1,0
5392,Health,39.18750046208349,1,10,53.44504405492631,55.96779562290756,1,0
5568,Health,66.97623480074239,13,5,99.83897621046799,25.091146752915026,1,1
4861,Science,54.845475952771466,6,8,59.34831530318564,40.965440746558144,1,0
6240,Science,4.680353516914952,11,0,75.96922505092694,37.56351059883871,1,0
7624,Arts,29.703772272575407,14,1,90.85540563383856,51.048079674339505,1,0
2685,Arts,56.49339588926032,7,4,84.4213026160467,14.091570976250667,1,1
8753,Business,88.05284426724094,8,7,92.2185560098548,26.86475055537253,1,1
4264,Business,50.08816307929838,2,7,82.25019297629314,83.64073321041747,1,1
5454,Science,36.517395179147634,11,2,60.5136766813182,83.12990345058597,0,0
6860,Programming,88.92961312745989,1,9,95.6782898136151,30.439877969055996,1,0
1013,Health,15.77753325425548,13,9,70.736997823861,27.065683689045283,0,0
2681,Business,57.82219023266134,4,3,98.15023385652947,10.608243080344714,0,0
5690,Programming,52.4889038229776,16,3,62.17535079756498,82.75687695768455,0,0
684,Business,41.64175565079136,9,3,95.88949548556919,38.0898352391083,1,0
3620,Programming,82.11404147758725,1,7,84.58316153723598,0.8178706992683527,0,0
6880,Programming,67.59222520380474,4,5,94.58274533701311,31.424549539309854,0,0
1467,Health,60.821692082705596,19,9,59.43335415088936,10.76135614747109,0,0
4443,Programming,78.79243288898168,13,1,58.64519955347364,51.15574331724856,1,0
5943,Health,52.685283542595975,0,3,76.5487767453294,23.811752839589563,1,0
4292,Programming,67.53635467000025,3,4,78.37931924431625,74.7676996999029,1,1
924,Health,9.220837023208457,14,10,86.84137701138116,41.426327834121054,1,0
8139,Health,70.17396544668404,5,4,74.04774800258863,50.974935209253026,1,0
1739,Programming,77.91769245085959,15,0,83.86421622326522,8.983253916563793,1,0
8341,Business,72.72158190188976,5,5,72.18596247683395,44.31875408939061,1,0
5756,Science,63.567143069015415,10,10,63.309164764049726,12.83318260029005,0,0
7420,Business,82.09472513741159,3,0,58.63880748469572,37.96588710448074,0,0
6290,Business,36.748349857726225,13,5,78.96654033351574,22.96475666744733,1,1
3693,Health,96.98312580907667,9,2,54.925404811094694,55.34991383184398,1,0
509,Health,53.45768692630241,12,10,94.16400657560064,69.4385164354344,0,1
1514,Health,32.24970907125008,9,10,81.87908546437244,38.83697797561092,1,1
5880,Arts,99.88563789127849,17,5,77.34289963021425,26.268906752622268,1,1
6622,Arts,87.77207569564918,15,2,97.16171816333213,26.24624102500749,0,0
4084,Health,3.462712319445939,16,9,50.60346736292031,87.20039132290405,1,0
5155,Business,12.148107754891868,2,6,86.49536672495742,11.190001929607007,1,0
6288,Programming,97.57877617867139,1,4,60.998562430770676,77.50975577888833,1,0
6651,Programming,40.31809749434911,20,7,79.7115012574209,77.4131395527919,0,1
6853,Health,35.46145920327953,0,2,80.75678455834742,88.84636920215218,0,0
3766,Programming,3.5549096509318767,16,0,65.39407865302266,98.48378959075151,1,0
6577,Business,22.07881127482626,15,9,89.21920440859876,87.46896640735626,1,1
7121,Health,7.448586628418697,4,3,78.66814066549205,95.82665063990228,1,0
1889,Science,85.41394915707035,8,8,64.97135740634761,38.16133053517159,1,0
7446,Programming,77.98661439809122,19,0,69.96097706141649,98.30815423027856,1,0
2582,Health,22.943084147138357,8,9,56.336619113244964,47.15676644814424,1,0
8213,Programming,65.90026154431753,0,2,51.171577444451465,17.729675611124897,0,0
510,Programming,61.875398442126674,10,1,98.84298239064773,40.41541582269905,0,0
662,Business,16.670339349850707,1,3,62.727724637285945,99.15014385349839,0,0
7295,Business,90.68956576518886,9,9,67.71369819771175,83.6153679815257,1,1
5424,Business,69.85208481471867,9,4,55.32568170412193,27.451197504263426,1,0
7720,Business,10.193087821408605,17,3,71.38323183564901,37.717422549608216,1,0
2968,Health,4.1538194902977486,0,9,83.28947805160055,97.69489451079201,0,0
4174,Arts,94.68458102163036,1,10,76.8268161657978,89.97905592418326,0,1
1468,Business,82.88865669433471,6,7,98.73495063542398,48.06154792611322,1,1
1757,Arts,98.025142354672,16,10,70.63144512577284,26.086152319100066,0,1
2320,Arts,35.49931960376988,10,2,58.39443278916002,50.72566095404491,0,0
2817,Science,81.76626425150423,6,7,84.17395034962118,10.50587566999982,0,1
5738,Science,55.72199731207364,15,1,74.14551091751481,29.150966172510262,0,0
2701,Programming,21.776603050632996,11,0,74.3189033334026,96.87041926920575,0,1
8231,Programming,20.381736029900484,18,2,73.69603887438828,26.535504589117622,0,0
338,Science,83.85585545161774,8,8,93.99360852975464,35.979810659683494,1,1
2783,Business,35.59793783372993,2,4,67.4580704976022,26.96488074421417,0,0
8486,Programming,25.23636139712942,1,10,58.17643606957017,94.05862283227773,0,1
3639,Science,75.99347245903209,13,10,68.28745890507278,19.58635523057447,0,0
2120,Science,54.294310828981295,7,9,87.45634261562063,84.66464964769669,0,1
6844,Arts,94.48234980589953,15,7,50.274597491978334,46.64742903256786,0,0
1276,Business,12.630113988772797,15,6,57.5490249272618,49.82919524093818,0,0
8097,Science,8.911595825314066,10,9,82.13307042001885,63.52326508422617,1,1
2806,Programming,95.11056569954614,12,2,93.14385119812773,55.37401003296431,0,0
388,Business,73.81654987356454,18,8,91.18932113408196,13.135723986484127,1,1
4864,Business,24.58797892065307,17,10,93.13254709392152,1.175651992717608,1,1
180,Programming,50.13321742456333,2,3,82.23159267557492,36.01804882530869,1,0
2921,Arts,84.85419150351927,10,5,59.770483032680495,90.84748660637423,0,1
6197,Programming,48.17183757767177,11,4,77.6050422205115,22.915550671735318,0,1
8746,Arts,82.39610767585665,9,0,95.42099810904244,98.89651268464542,0,0
6502,Programming,97.25372037242936,4,0,81.12510898912635,69.21760348559155,0,0
899,Programming,42.0698381798579,0,8,76.98472221645974,89.44034693509627,1,1
849,Programming,84.33906219385307,16,8,53.65593642568698,16.429475899142997,0,0
5028,Business,32.233431441740166,16,9,81.33947704232978,71.55269386946938,1,1
2929,Health,62.13817400775223,20,7,67.83036890017664,10.441421412980922,0,0
2581,Programming,77.07831177074925,20,6,51.333460200991155,91.78897556049725,1,1
3122,Arts,48.91985508255699,9,3,61.42152513080815,26.46980233043521,1,0
7812,Programming,76.31936550385407,0,9,67.50921915957028,9.35509826226042,1,0
2159,Business,76.81264497885671,7,10,69.24602722804568,13.083402100775455,1,0
3804,Science,93.81507268919871,5,2,54.026662865301404,48.3803128764863,0,0
2457,Science,39.161573035273804,4,3,95.4021718241047,71.24572423244332,1,0
5171,Science,66.52985528563471,7,5,85.4731151936458,73.79874356160046,0,1
4218,Science,2.0854016600227916,19,8,50.16812535804463,22.63684044305243,1,0
8965,Programming,64.4482748188835,12,2,66.92256431083293,46.62275502670957,1,0
4600,Programming,24.70938274244286,10,6,96.8717959398407,32.27252430705603,1,1
2142,Arts,55.97106893818608,2,7,80.72671645140272,23.33379777272544,1,0
2371,Health,47.43697368189421,15,9,81.00687120559478,55.696519243324374,0,1
914,Programming,95.1100307864074,1,4,88.70984204729496,49.3779291995931,1,0
7999,Programming,11.746980419492198,6,8,92.00336198255675,54.900687468988075,0,0
8291,Arts,30.086400852735235,9,2,53.57472887345106,2.1267996310289305,1,1
6294,Arts,53.460018404695745,2,8,94.66338076511077,78.02020643784998,0,1
7812,Programming,76.31936550385407,0,9,67.50921915957028,9.35509826226042,1,0
2745,Science,21.990757199720665,6,8,68.94135931726696,37.40605749191742,0,0
1607,Programming,34.55802269110932,1,4,96.87589689901344,52.79550298088507,1,0
2794,Programming,71.83508950749174,0,7,94.068102211695,95.01763379053764,0,1
5299,Science,68.34112372243312,12,10,73.55126398583825,36.00093471331112,1,1
2180,Arts,87.76567341684478,9,4,90.68707414359494,89.35054154888181,1,1
256,Arts,66.70970170869991,2,8,64.44811236721196,66.3988227663852,1,0
2991,Health,39.77498774500208,17,6,60.35772491456339,68.55569393226935,0,1
5020,Programming,94.18464735358712,6,1,65.0298947588928,10.851982880567467,1,0
4226,Programming,32.95863527367048,0,6,99.04417476872706,33.373530400703,1,0
