Updated at,Company,Crunchbase Url,Last Valuation (Billion $),Date Joined,Year Joined,City,Country,Industry,Investors,Company Website
"10/31/2022, 2:35:54 AM",SOURCE Global,https://www.cbinsights.com/company/zero-mass-water,1.16,4/29/2022,2022,Scottsdale,United States,Other,"[""Breakthrough Energy Ventures"",""Material Impact"",""3x5 Special Opportunity Partners""]",
"10/31/2022, 2:35:52 AM",Swiftly,https://www.cbinsights.com/company/swiftly-1-,1.2,9/19/2022,2022,Seattle,United States,Mobile & telecommunications,"[""Mendacre"",""BRV Capital Management"",""Liquid 2 Ventures""]",
"10/31/2022, 2:35:52 AM",Spectrum Medical,https://www.cbinsights.com/company/spectrum-medical,1.2,7/18/2022,2022,Gloucester,United Kingdom,Health,"[""CVC Capital Partners""]",
"10/31/2022, 2:35:52 AM",stori,https://www.cbinsights.com/company/stori-1,1.2,7/15/2022,2022,Juarez,Mexico,Fintech,"[""Vision Plus Capital"",""\tSource Code Capital"",""Lightspeed Venture Partners""]",
"10/31/2022, 2:35:52 AM",Unit,https://www.cbinsights.com/company/unitco,1.2,5/17/2022,2022,New York,United States,Fintech,"[""Accel"",""Better Tomorrow Ventures"",""Flourish Ventures""]",
"10/31/2022, 2:35:52 AM",Viz.ai,https://www.cbinsights.com/company/vizai,1.2,4/7/2022,2022,San Francisco,United States,Artificial Intelligence,"[""Kleiner Perkins Caufield & Byers"",""CRV"",""Threshold Ventures""]",
"10/31/2022, 2:35:51 AM",Choco,https://www.cbinsights.com/company/choco,1.2,4/12/2022,2022,Berlin,Germany,E-commerce & direct-to-consumer,"[""Bessemer Venture Partners"",""G Squared"",""Insight Partners""]",
"10/31/2022, 2:35:51 AM",Nova Labs,https://www.cbinsights.com/company/helium-systems,1.2,2/22/2022,2022,San Francisco,United States,Internet software & services,"[""FirstMark Capital"",""Tiger Global Management"",""FTX Venture""]",
"10/31/2022, 2:35:51 AM",Xpressbees,https://www.cbinsights.com/company/xpressbees,1.2,2/9/2022,2022,Pune,India,"Supply chain, logistics, & delivery","[""Norwest Venture Partners"",""Investcorp"",""Blackstone""]",
"10/31/2022, 2:35:51 AM",LivSpace,https://www.cbinsights.com/company/livspace,1.2,2/8/2022,2022,Bengaluru,India,E-commerce & direct-to-consumer,"[""Jungle Ventures"",""Helion Venture Partners"",""INGKA Investments""]",
"10/31/2022, 2:35:51 AM",Phantom,https://www.cbinsights.com/company/phantom,1.2,1/31/2022,2022,San Francisco,United States,Fintech,"[""Paradigm"",""Andreessen Horowitz"",""Jump Capital""]",
"10/31/2022, 2:35:50 AM",BigPanda,https://www.cbinsights.com/company/bigpanda,1.2,1/12/2022,2022,Mountain View,United States,Artificial intelligence,"[""Advent International"",""Battery Ventures"",""Sequoia Capital Israel""]",
"10/31/2022, 2:35:50 AM",SeekOut,https://www.cbinsights.com/company/zipstorm,1.2,1/12/2022,2022,Bellevue,United States,Internet software & services,"[""Mayfield"",""Madrona Venture Group"",""Tiger Global Management""]",
"10/31/2022, 2:35:44 AM",Zip,https://www.cbinsights.com/company/evergreen-2,1.2,5/25/2022,2022,San Francisco,United States,Fintech,"[""\tCRV"",""Tiger Global Management"",""Y Combinator""]",
"10/31/2022, 2:35:44 AM",Kallyope,https://www.cbinsights.com/company/kallyope,1.22,2/15/2022,2022,New York,United States,Health,"[""The Column Group"",""Alexandria Venture Investments"",""Lux Capital""]",
"10/31/2022, 2:35:43 AM",Insider,https://www.cbinsights.com/company/insider,1.22,2/28/2022,2022,Istanbul,Turkey,Internet software & services,"[""Wamda Capital"",""Endeavor"",""Riverwood Capital""]",
"10/31/2022, 2:35:42 AM",SeatGeek,https://www.cbinsights.com/company/seatgeek,1.24,8/31/2022,2022,New York,United States,E-commerce & direct-to-consumer,"[""Accel"",""Founder Collective"",""Brainchild Holdings""]",
"10/31/2022, 2:35:41 AM",ClassDojo,https://www.cbinsights.com/company/classdojo,1.25,7/21/2022,2022,San Francisco,United States,Edtech,"[""General Catalyst"",""Unkork Capital"",""Tencent Holdings""]",
"10/31/2022, 2:35:41 AM",airSlate,https://www.cbinsights.com/company/airslate,1.25,6/16/2022,2022,Brookline,United States,Internet software & services,"[""G Squared"",""UiPath Ventures"",""General Catalyst""]",
"10/31/2022, 2:35:41 AM",Talos,https://www.cbinsights.com/company/talos,1.25,5/10/2022,2022,New York,United States,Fintech,"[""Castle Island Ventures"",""PayPal Ventures"",""Andreessen Horowitz""]",
"10/31/2022, 2:35:40 AM",CaptivateIQ,https://www.cbinsights.com/company/captivateiq,1.25,1/26/2022,2022,San Francisco,United States,Fintech,"[""Sequoia Capital"",""Y Combinator"",""Accel""]",
"10/31/2022, 2:35:40 AM",Route,https://www.cbinsights.com/company/route,1.25,1/21/2022,2022,Lehi,United States,"Supply chain, logistics, & delivery","[""Madrona Venture Group"",""Banner Ventures"",""FJ Labs""]",
"10/31/2022, 2:35:40 AM",Flipdish,https://www.cbinsights.com/company/flipdish,1.25,1/13/2022,2022,Dublin,Ireland,Internet software & services,"[""Tencent Holdings"",""Tiger Global Management"",""Global Founders Capital""]",
"10/31/2022, 2:35:38 AM",JMGO,https://www.cbinsights.com/company/jmgo,1.26,3/15/2022,2022,Shenzhen,China,Hardware,"[""IDG Capital"",""Yuanda Venture Investment"",""Primitive Forest Holdings Group""]",
"10/31/2022, 2:35:38 AM",Greater Bay Technology,https://www.cbinsights.com/company/greater-bay-technology,1.26,4/2/2022,2022,Guangzhou,China,Hardware,"[""Tencent Holdings"",""Utrust Venture Capital"",""GF Xinde Investment Management Co.""]",
"10/31/2022, 2:35:37 AM",Equashield,https://www.cbinsights.com/company/equashield,1.3,10/6/2022,2022,Port Washington,United States,Health,"[""Nordic Capital""]",
"10/31/2022, 2:35:37 AM",Optibus,https://www.cbinsights.com/company/optibus,1.3,5/16/2022,2022,Tel Aviv,Israel,"Supply chain, logistics, & delivery","[""Bessemer Venture Partners"",""Insight Partners"",""Pitango Venture Capital""]",
"10/31/2022, 2:35:36 AM",Biofourmis,https://www.cbinsights.com/company/biofourmis,1.3,4/26/2022,2022,Boston,United States,Health,"[""General Atlantic"",""CVS Health"",""MassMutual Ventures""]",
"10/31/2022, 2:35:36 AM",Clipboard Health,https://www.cbinsights.com/company/clipboard-health,1.3,2/1/2022,2022,San Francisco,United States,Internet software & services,"[""Caffeinated Capital"",""Initialized Capital"",""Y Combinator""]",
"10/31/2022, 2:35:35 AM",Island,https://www.cbinsights.com/company/islandree,1.3,3/23/2022,2022,Dallas,United States,Internet software & services,"[""Insight Partners"",""Sequoia Capital"",""Stripes Group""]",
"10/31/2022, 2:35:35 AM",LinkTree,https://www.cbinsights.com/company/linktree,1.3,3/16/2022,2022,Melbourne,Australia,Internet software & services,"[""AirTree Ventures"",""Insight Partners"",""Index Ventures""]",
"10/31/2022, 2:35:35 AM",CredAvenue,https://www.cbinsights.com/company/credavenue,1.3,3/7/2022,2022,Chennai,India,Fintech,"[""Insight Partners"",""B Capital Group"",""\tLightspeed Venture Partners""]",
"10/31/2022, 2:35:35 AM",Loadsmart,https://www.cbinsights.com/company/loadsmart,1.3,2/1/2022,2022,New York,United States,"Supply chain, logistics, & delivery","[""Chromo Invest"",""Maersk Growth"",""BlackRock""]",
