,is_hidden,slot,ability.name,ability.url,pokedex_nr
102,True,3,stench,https://pokeapi.co/api/v2/ability/1/,044
103,False,1,chlorophyll,https://pokeapi.co/api/v2/ability/34/,045
104,True,3,effect-spore,https://pokeapi.co/api/v2/ability/27/,045
105,False,1,effect-spore,https://pokeapi.co/api/v2/ability/27/,046
106,False,2,dry-skin,https://pokeapi.co/api/v2/ability/87/,046
107,True,3,damp,https://pokeapi.co/api/v2/ability/6/,046
108,False,1,effect-spore,https://pokeapi.co/api/v2/ability/27/,047
109,False,2,dry-skin,https://pokeapi.co/api/v2/ability/87/,047
110,True,3,damp,https://pokeapi.co/api/v2/ability/6/,047
111,False,1,compound-eyes,https://pokeapi.co/api/v2/ability/14/,048
112,False,2,tinted-lens,https://pokeapi.co/api/v2/ability/110/,048
113,True,3,run-away,https://pokeapi.co/api/v2/ability/50/,048
114,False,1,shield-dust,https://pokeapi.co/api/v2/ability/19/,049
115,False,2,tinted-lens,https://pokeapi.co/api/v2/ability/110/,049
116,True,3,wonder-skin,https://pokeapi.co/api/v2/ability/147/,049
117,False,1,sand-veil,https://pokeapi.co/api/v2/ability/8/,050
118,False,2,arena-trap,https://pokeapi.co/api/v2/ability/71/,050
119,True,3,sand-force,https://pokeapi.co/api/v2/ability/159/,050
120,False,1,sand-veil,https://pokeapi.co/api/v2/ability/8/,051
121,False,2,arena-trap,https://pokeapi.co/api/v2/ability/71/,051
122,True,3,sand-force,https://pokeapi.co/api/v2/ability/159/,051
123,False,1,pickup,https://pokeapi.co/api/v2/ability/53/,052
124,False,2,technician,https://pokeapi.co/api/v2/ability/101/,052
125,True,3,unnerve,https://pokeapi.co/api/v2/ability/127/,052
126,False,1,limber,https://pokeapi.co/api/v2/ability/7/,053
127,False,2,technician,https://pokeapi.co/api/v2/ability/101/,053
128,True,3,unnerve,https://pokeapi.co/api/v2/ability/127/,053
129,False,1,damp,https://pokeapi.co/api/v2/ability/6/,054
130,False,2,cloud-nine,https://pokeapi.co/api/v2/ability/13/,054
131,True,3,swift-swim,https://pokeapi.co/api/v2/ability/33/,054
132,False,1,damp,https://pokeapi.co/api/v2/ability/6/,055
133,False,2,cloud-nine,https://pokeapi.co/api/v2/ability/13/,055
134,True,3,swift-swim,https://pokeapi.co/api/v2/ability/33/,055
135,False,1,vital-spirit,https://pokeapi.co/api/v2/ability/72/,056
136,False,2,anger-point,https://pokeapi.co/api/v2/ability/83/,056
137,True,3,defiant,https://pokeapi.co/api/v2/ability/128/,056
138,False,1,vital-spirit,https://pokeapi.co/api/v2/ability/72/,057
139,False,2,anger-point,https://pokeapi.co/api/v2/ability/83/,057
140,True,3,defiant,https://pokeapi.co/api/v2/ability/128/,057
141,False,1,intimidate,https://pokeapi.co/api/v2/ability/22/,058
142,False,2,flash-fire,https://pokeapi.co/api/v2/ability/18/,058
143,True,3,justified,https://pokeapi.co/api/v2/ability/154/,058
144,False,1,intimidate,https://pokeapi.co/api/v2/ability/22/,059
145,False,2,flash-fire,https://pokeapi.co/api/v2/ability/18/,059
146,True,3,justified,https://pokeapi.co/api/v2/ability/154/,059
147,False,1,water-absorb,https://pokeapi.co/api/v2/ability/11/,060
148,False,2,damp,https://pokeapi.co/api/v2/ability/6/,060
149,True,3,swift-swim,https://pokeapi.co/api/v2/ability/33/,060
150,False,1,water-absorb,https://pokeapi.co/api/v2/ability/11/,061
151,False,2,damp,https://pokeapi.co/api/v2/ability/6/,061
152,True,3,swift-swim,https://pokeapi.co/api/v2/ability/33/,061
153,False,1,water-absorb,https://pokeapi.co/api/v2/ability/11/,062
154,False,2,damp,https://pokeapi.co/api/v2/ability/6/,062
155,True,3,swift-swim,https://pokeapi.co/api/v2/ability/33/,062
156,False,1,synchronize,https://pokeapi.co/api/v2/ability/28/,063
157,False,2,inner-focus,https://pokeapi.co/api/v2/ability/39/,063
158,True,3,magic-guard,https://pokeapi.co/api/v2/ability/98/,063
159,False,1,synchronize,https://pokeapi.co/api/v2/ability/28/,064
160,False,2,inner-focus,https://pokeapi.co/api/v2/ability/39/,064
161,True,3,magic-guard,https://pokeapi.co/api/v2/ability/98/,064
162,False,1,synchronize,https://pokeapi.co/api/v2/ability/28/,065
163,False,2,inner-focus,https://pokeapi.co/api/v2/ability/39/,065
164,True,3,magic-guard,https://pokeapi.co/api/v2/ability/98/,065
165,False,1,guts,https://pokeapi.co/api/v2/ability/62/,066
166,False,2,no-guard,https://pokeapi.co/api/v2/ability/99/,066
167,True,3,steadfast,https://pokeapi.co/api/v2/ability/80/,066
168,False,1,guts,https://pokeapi.co/api/v2/ability/62/,067
169,False,2,no-guard,https://pokeapi.co/api/v2/ability/99/,067
170,True,3,steadfast,https://pokeapi.co/api/v2/ability/80/,067
171,False,1,guts,https://pokeapi.co/api/v2/ability/62/,068
172,False,2,no-guard,https://pokeapi.co/api/v2/ability/99/,068
173,True,3,steadfast,https://pokeapi.co/api/v2/ability/80/,068
174,False,1,chlorophyll,https://pokeapi.co/api/v2/ability/34/,069
175,True,3,gluttony,https://pokeapi.co/api/v2/ability/82/,069
176,False,1,chlorophyll,https://pokeapi.co/api/v2/ability/34/,070
177,True,3,gluttony,https://pokeapi.co/api/v2/ability/82/,070
178,False,1,chlorophyll,https://pokeapi.co/api/v2/ability/34/,071
179,True,3,gluttony,https://pokeapi.co/api/v2/ability/82/,071
180,False,1,clear-body,https://pokeapi.co/api/v2/ability/29/,072
181,False,2,liquid-ooze,https://pokeapi.co/api/v2/ability/64/,072
182,True,3,rain-dish,https://pokeapi.co/api/v2/ability/44/,072
183,False,1,clear-body,https://pokeapi.co/api/v2/ability/29/,073
184,False,2,liquid-ooze,https://pokeapi.co/api/v2/ability/64/,073
185,True,3,rain-dish,https://pokeapi.co/api/v2/ability/44/,073
186,False,1,rock-head,https://pokeapi.co/api/v2/ability/69/,074
187,False,2,sturdy,https://pokeapi.co/api/v2/ability/5/,074
188,True,3,sand-veil,https://pokeapi.co/api/v2/ability/8/,074
189,False,1,rock-head,https://pokeapi.co/api/v2/ability/69/,075
190,False,2,sturdy,https://pokeapi.co/api/v2/ability/5/,075
191,True,3,sand-veil,https://pokeapi.co/api/v2/ability/8/,075
192,False,1,rock-head,https://pokeapi.co/api/v2/ability/69/,076
193,False,2,sturdy,https://pokeapi.co/api/v2/ability/5/,076
194,True,3,sand-veil,https://pokeapi.co/api/v2/ability/8/,076
195,False,1,run-away,https://pokeapi.co/api/v2/ability/50/,077
196,False,2,flash-fire,https://pokeapi.co/api/v2/ability/18/,077
197,True,3,flame-body,https://pokeapi.co/api/v2/ability/49/,077
198,False,1,run-away,https://pokeapi.co/api/v2/ability/50/,078
199,False,2,flash-fire,https://pokeapi.co/api/v2/ability/18/,078
200,True,3,flame-body,https://pokeapi.co/api/v2/ability/49/,078
201,False,1,oblivious,https://pokeapi.co/api/v2/ability/12/,079
202,False,2,own-tempo,https://pokeapi.co/api/v2/ability/20/,079
203,True,3,regenerator,https://pokeapi.co/api/v2/ability/144/,079
204,False,1,oblivious,https://pokeapi.co/api/v2/ability/12/,080
205,False,2,own-tempo,https://pokeapi.co/api/v2/ability/20/,080
206,True,3,regenerator,https://pokeapi.co/api/v2/ability/144/,080
207,False,1,magnet-pull,https://pokeapi.co/api/v2/ability/42/,081
208,False,2,sturdy,https://pokeapi.co/api/v2/ability/5/,081
209,True,3,analytic,https://pokeapi.co/api/v2/ability/148/,081
210,False,1,magnet-pull,https://pokeapi.co/api/v2/ability/42/,082
211,False,2,sturdy,https://pokeapi.co/api/v2/ability/5/,082
212,True,3,analytic,https://pokeapi.co/api/v2/ability/148/,082
213,False,1,keen-eye,https://pokeapi.co/api/v2/ability/51/,083
214,False,2,inner-focus,https://pokeapi.co/api/v2/ability/39/,083
215,True,3,defiant,https://pokeapi.co/api/v2/ability/128/,083
216,False,1,run-away,https://pokeapi.co/api/v2/ability/50/,084
217,False,2,early-bird,https://pokeapi.co/api/v2/ability/48/,084
218,True,3,tangled-feet,https://pokeapi.co/api/v2/ability/77/,084
219,False,1,run-away,https://pokeapi.co/api/v2/ability/50/,085
220,False,2,early-bird,https://pokeapi.co/api/v2/ability/48/,085
221,True,3,tangled-feet,https://pokeapi.co/api/v2/ability/77/,085
222,False,1,thick-fat,https://pokeapi.co/api/v2/ability/47/,086
223,False,2,hydration,https://pokeapi.co/api/v2/ability/93/,086
224,True,3,ice-body,https://pokeapi.co/api/v2/ability/115/,086
225,False,1,thick-fat,https://pokeapi.co/api/v2/ability/47/,087
226,False,2,hydration,https://pokeapi.co/api/v2/ability/93/,087
227,True,3,ice-body,https://pokeapi.co/api/v2/ability/115/,087
228,False,1,stench,https://pokeapi.co/api/v2/ability/1/,088
229,False,2,sticky-hold,https://pokeapi.co/api/v2/ability/60/,088
230,True,3,poison-touch,https://pokeapi.co/api/v2/ability/143/,088
231,False,1,stench,https://pokeapi.co/api/v2/ability/1/,089
232,False,2,sticky-hold,https://pokeapi.co/api/v2/ability/60/,089
233,True,3,poison-touch,https://pokeapi.co/api/v2/ability/143/,089
234,False,1,shell-armor,https://pokeapi.co/api/v2/ability/75/,090
235,False,2,skill-link,https://pokeapi.co/api/v2/ability/92/,090
236,True,3,overcoat,https://pokeapi.co/api/v2/ability/142/,090
237,False,1,shell-armor,https://pokeapi.co/api/v2/ability/75/,091
238,False,2,skill-link,https://pokeapi.co/api/v2/ability/92/,091
239,True,3,overcoat,https://pokeapi.co/api/v2/ability/142/,091
240,False,1,levitate,https://pokeapi.co/api/v2/ability/26/,092
241,False,1,levitate,https://pokeapi.co/api/v2/ability/26/,093
242,False,1,cursed-body,https://pokeapi.co/api/v2/ability/130/,094
243,False,1,rock-head,https://pokeapi.co/api/v2/ability/69/,095
244,False,2,sturdy,https://pokeapi.co/api/v2/ability/5/,095
245,True,3,weak-armor,https://pokeapi.co/api/v2/ability/133/,095
246,False,1,insomnia,https://pokeapi.co/api/v2/ability/15/,096
247,False,2,forewarn,https://pokeapi.co/api/v2/ability/108/,096
248,True,3,inner-focus,https://pokeapi.co/api/v2/ability/39/,096
249,False,1,insomnia,https://pokeapi.co/api/v2/ability/15/,097
250,False,2,forewarn,https://pokeapi.co/api/v2/ability/108/,097
251,True,3,inner-focus,https://pokeapi.co/api/v2/ability/39/,097
252,False,1,hyper-cutter,https://pokeapi.co/api/v2/ability/52/,098
253,False,2,shell-armor,https://pokeapi.co/api/v2/ability/75/,098
254,True,3,sheer-force,https://pokeapi.co/api/v2/ability/125/,098
255,False,1,hyper-cutter,https://pokeapi.co/api/v2/ability/52/,099
256,False,2,shell-armor,https://pokeapi.co/api/v2/ability/75/,099
257,True,3,sheer-force,https://pokeapi.co/api/v2/ability/125/,099
258,False,1,soundproof,https://pokeapi.co/api/v2/ability/43/,100
259,False,2,static,https://pokeapi.co/api/v2/ability/9/,100
260,True,3,aftermath,https://pokeapi.co/api/v2/ability/106/,100
261,False,1,soundproof,https://pokeapi.co/api/v2/ability/43/,101
262,False,2,static,https://pokeapi.co/api/v2/ability/9/,101
263,True,3,aftermath,https://pokeapi.co/api/v2/ability/106/,101
264,False,1,chlorophyll,https://pokeapi.co/api/v2/ability/34/,102
265,True,3,harvest,https://pokeapi.co/api/v2/ability/139/,102
266,False,1,chlorophyll,https://pokeapi.co/api/v2/ability/34/,103
267,True,3,harvest,https://pokeapi.co/api/v2/ability/139/,103
268,False,1,rock-head,https://pokeapi.co/api/v2/ability/69/,104
269,False,2,lightning-rod,https://pokeapi.co/api/v2/ability/31/,104
270,True,3,battle-armor,https://pokeapi.co/api/v2/ability/4/,104
271,False,1,rock-head,https://pokeapi.co/api/v2/ability/69/,105
272,False,2,lightning-rod,https://pokeapi.co/api/v2/ability/31/,105
273,True,3,battle-armor,https://pokeapi.co/api/v2/ability/4/,105
274,False,1,limber,https://pokeapi.co/api/v2/ability/7/,106
275,False,2,reckless,https://pokeapi.co/api/v2/ability/120/,106
276,True,3,unburden,https://pokeapi.co/api/v2/ability/84/,106
277,False,1,keen-eye,https://pokeapi.co/api/v2/ability/51/,107
278,False,2,iron-fist,https://pokeapi.co/api/v2/ability/89/,107
279,True,3,inner-focus,https://pokeapi.co/api/v2/ability/39/,107
280,False,1,own-tempo,https://pokeapi.co/api/v2/ability/20/,108
281,False,2,oblivious,https://pokeapi.co/api/v2/ability/12/,108
282,True,3,cloud-nine,https://pokeapi.co/api/v2/ability/13/,108
283,False,1,levitate,https://pokeapi.co/api/v2/ability/26/,109
284,False,1,levitate,https://pokeapi.co/api/v2/ability/26/,110
285,False,1,lightning-rod,https://pokeapi.co/api/v2/ability/31/,111
286,False,2,rock-head,https://pokeapi.co/api/v2/ability/69/,111
287,True,3,reckless,https://pokeapi.co/api/v2/ability/120/,111
288,False,1,lightning-rod,https://pokeapi.co/api/v2/ability/31/,112
289,False,2,rock-head,https://pokeapi.co/api/v2/ability/69/,112
290,True,3,reckless,https://pokeapi.co/api/v2/ability/120/,112
291,False,1,natural-cure,https://pokeapi.co/api/v2/ability/30/,113
292,False,2,serene-grace,https://pokeapi.co/api/v2/ability/32/,113
293,True,3,healer,https://pokeapi.co/api/v2/ability/131/,113
294,False,1,chlorophyll,https://pokeapi.co/api/v2/ability/34/,114
295,False,2,leaf-guard,https://pokeapi.co/api/v2/ability/102/,114
296,True,3,regenerator,https://pokeapi.co/api/v2/ability/144/,114
297,False,1,early-bird,https://pokeapi.co/api/v2/ability/48/,115
298,False,2,scrappy,https://pokeapi.co/api/v2/ability/113/,115
299,True,3,inner-focus,https://pokeapi.co/api/v2/ability/39/,115
300,False,1,swift-swim,https://pokeapi.co/api/v2/ability/33/,116
301,False,2,sniper,https://pokeapi.co/api/v2/ability/97/,116
302,True,3,damp,https://pokeapi.co/api/v2/ability/6/,116
303,False,1,poison-point,https://pokeapi.co/api/v2/ability/38/,117
304,False,2,sniper,https://pokeapi.co/api/v2/ability/97/,117
305,True,3,damp,https://pokeapi.co/api/v2/ability/6/,117
306,False,1,swift-swim,https://pokeapi.co/api/v2/ability/33/,118
307,False,2,water-veil,https://pokeapi.co/api/v2/ability/41/,118
308,True,3,lightning-rod,https://pokeapi.co/api/v2/ability/31/,118
309,False,1,swift-swim,https://pokeapi.co/api/v2/ability/33/,119
310,False,2,water-veil,https://pokeapi.co/api/v2/ability/41/,119
311,True,3,lightning-rod,https://pokeapi.co/api/v2/ability/31/,119
312,False,1,illuminate,https://pokeapi.co/api/v2/ability/35/,120
313,False,2,natural-cure,https://pokeapi.co/api/v2/ability/30/,120
314,True,3,analytic,https://pokeapi.co/api/v2/ability/148/,120
315,False,1,illuminate,https://pokeapi.co/api/v2/ability/35/,121
316,False,2,natural-cure,https://pokeapi.co/api/v2/ability/30/,121
317,True,3,analytic,https://pokeapi.co/api/v2/ability/148/,121
318,False,1,soundproof,https://pokeapi.co/api/v2/ability/43/,122
319,False,2,filter,https://pokeapi.co/api/v2/ability/111/,122
320,True,3,technician,https://pokeapi.co/api/v2/ability/101/,122
321,False,1,swarm,https://pokeapi.co/api/v2/ability/68/,123
322,False,2,technician,https://pokeapi.co/api/v2/ability/101/,123
323,True,3,steadfast,https://pokeapi.co/api/v2/ability/80/,123
324,False,1,oblivious,https://pokeapi.co/api/v2/ability/12/,124
325,False,2,forewarn,https://pokeapi.co/api/v2/ability/108/,124
326,True,3,dry-skin,https://pokeapi.co/api/v2/ability/87/,124
327,False,1,static,https://pokeapi.co/api/v2/ability/9/,125
328,True,3,vital-spirit,https://pokeapi.co/api/v2/ability/72/,125
329,False,1,flame-body,https://pokeapi.co/api/v2/ability/49/,126
330,True,3,vital-spirit,https://pokeapi.co/api/v2/ability/72/,126
331,False,1,hyper-cutter,https://pokeapi.co/api/v2/ability/52/,127
332,False,2,mold-breaker,https://pokeapi.co/api/v2/ability/104/,127
333,True,3,moxie,https://pokeapi.co/api/v2/ability/153/,127
334,False,1,intimidate,https://pokeapi.co/api/v2/ability/22/,128
335,False,2,anger-point,https://pokeapi.co/api/v2/ability/83/,128
336,True,3,sheer-force,https://pokeapi.co/api/v2/ability/125/,128
337,False,1,swift-swim,https://pokeapi.co/api/v2/ability/33/,129
338,True,3,rattled,https://pokeapi.co/api/v2/ability/155/,129
339,False,1,intimidate,https://pokeapi.co/api/v2/ability/22/,130
340,True,3,moxie,https://pokeapi.co/api/v2/ability/153/,130
341,False,1,water-absorb,https://pokeapi.co/api/v2/ability/11/,131
342,False,2,shell-armor,https://pokeapi.co/api/v2/ability/75/,131
343,True,3,hydration,https://pokeapi.co/api/v2/ability/93/,131
344,False,1,limber,https://pokeapi.co/api/v2/ability/7/,132
345,True,3,imposter,https://pokeapi.co/api/v2/ability/150/,132
346,False,1,run-away,https://pokeapi.co/api/v2/ability/50/,133
347,False,2,adaptability,https://pokeapi.co/api/v2/ability/91/,133
348,True,3,anticipation,https://pokeapi.co/api/v2/ability/107/,133
349,False,1,water-absorb,https://pokeapi.co/api/v2/ability/11/,134
350,True,3,hydration,https://pokeapi.co/api/v2/ability/93/,134
351,False,1,volt-absorb,https://pokeapi.co/api/v2/ability/10/,135
352,True,3,quick-feet,https://pokeapi.co/api/v2/ability/95/,135
353,False,1,flash-fire,https://pokeapi.co/api/v2/ability/18/,136
354,True,3,guts,https://pokeapi.co/api/v2/ability/62/,136
355,False,1,trace,https://pokeapi.co/api/v2/ability/36/,137
356,False,2,download,https://pokeapi.co/api/v2/ability/88/,137
357,True,3,analytic,https://pokeapi.co/api/v2/ability/148/,137
358,False,1,swift-swim,https://pokeapi.co/api/v2/ability/33/,138
359,False,2,shell-armor,https://pokeapi.co/api/v2/ability/75/,138
360,True,3,weak-armor,https://pokeapi.co/api/v2/ability/133/,138
361,False,1,swift-swim,https://pokeapi.co/api/v2/ability/33/,139
362,False,2,shell-armor,https://pokeapi.co/api/v2/ability/75/,139
363,True,3,weak-armor,https://pokeapi.co/api/v2/ability/133/,139
364,False,1,swift-swim,https://pokeapi.co/api/v2/ability/33/,140
365,False,2,battle-armor,https://pokeapi.co/api/v2/ability/4/,140
366,True,3,weak-armor,https://pokeapi.co/api/v2/ability/133/,140
367,False,1,swift-swim,https://pokeapi.co/api/v2/ability/33/,141
368,False,2,battle-armor,https://pokeapi.co/api/v2/ability/4/,141
369,True,3,weak-armor,https://pokeapi.co/api/v2/ability/133/,141
370,False,1,rock-head,https://pokeapi.co/api/v2/ability/69/,142
371,False,2,pressure,https://pokeapi.co/api/v2/ability/46/,142
372,True,3,unnerve,https://pokeapi.co/api/v2/ability/127/,142
373,False,1,immunity,https://pokeapi.co/api/v2/ability/17/,143
374,False,2,thick-fat,https://pokeapi.co/api/v2/ability/47/,143
375,True,3,gluttony,https://pokeapi.co/api/v2/ability/82/,143
376,False,1,pressure,https://pokeapi.co/api/v2/ability/46/,144
377,True,3,snow-cloak,https://pokeapi.co/api/v2/ability/81/,144
378,False,1,pressure,https://pokeapi.co/api/v2/ability/46/,145
379,True,3,static,https://pokeapi.co/api/v2/ability/9/,145
380,False,1,pressure,https://pokeapi.co/api/v2/ability/46/,146
381,True,3,flame-body,https://pokeapi.co/api/v2/ability/49/,146
382,False,1,shed-skin,https://pokeapi.co/api/v2/ability/61/,147
383,True,3,marvel-scale,https://pokeapi.co/api/v2/ability/63/,147
384,False,1,shed-skin,https://pokeapi.co/api/v2/ability/61/,148
385,True,3,marvel-scale,https://pokeapi.co/api/v2/ability/63/,148
386,False,1,inner-focus,https://pokeapi.co/api/v2/ability/39/,149
387,True,3,multiscale,https://pokeapi.co/api/v2/ability/136/,149
388,False,1,pressure,https://pokeapi.co/api/v2/ability/46/,150
389,True,3,unnerve,https://pokeapi.co/api/v2/ability/127/,150
390,False,1,synchronize,https://pokeapi.co/api/v2/ability/28/,151
391,False,1,overgrow,https://pokeapi.co/api/v2/ability/65/,152
392,True,3,leaf-guard,https://pokeapi.co/api/v2/ability/102/,152
393,False,1,overgrow,https://pokeapi.co/api/v2/ability/65/,153
394,True,3,leaf-guard,https://pokeapi.co/api/v2/ability/102/,153
395,False,1,overgrow,https://pokeapi.co/api/v2/ability/65/,154
396,True,3,leaf-guard,https://pokeapi.co/api/v2/ability/102/,154
397,False,1,blaze,https://pokeapi.co/api/v2/ability/66/,155
398,True,3,flash-fire,https://pokeapi.co/api/v2/ability/18/,155
399,False,1,blaze,https://pokeapi.co/api/v2/ability/66/,156
400,True,3,flash-fire,https://pokeapi.co/api/v2/ability/18/,156
401,False,1,blaze,https://pokeapi.co/api/v2/ability/66/,157
402,True,3,flash-fire,https://pokeapi.co/api/v2/ability/18/,157
403,False,1,torrent,https://pokeapi.co/api/v2/ability/67/,158
404,True,3,sheer-force,https://pokeapi.co/api/v2/ability/125/,158
405,False,1,torrent,https://pokeapi.co/api/v2/ability/67/,159
406,True,3,sheer-force,https://pokeapi.co/api/v2/ability/125/,159
