Id,SleepDay,TotalSleepRecords,TotalMinutesAsleep,TotalTimeInBed
4702921684,4/28/2016 12:00:00 AM,1,442,461
4702921684,4/29/2016 12:00:00 AM,1,433,447
4702921684,4/30/2016 12:00:00 AM,1,479,501
4702921684,5/3/2016 12:00:00 AM,1,327,373
4702921684,5/4/2016 12:00:00 AM,1,412,434
4702921684,5/5/2016 12:00:00 AM,1,414,428
4702921684,5/6/2016 12:00:00 AM,1,404,449
4702921684,5/7/2016 12:00:00 AM,1,520,543
4702921684,5/7/2016 12:00:00 AM,1,520,543
4702921684,5/9/2016 12:00:00 AM,1,435,458
4702921684,5/10/2016 12:00:00 AM,1,416,431
4702921684,5/11/2016 12:00:00 AM,1,354,366
4702921684,5/12/2016 12:00:00 AM,1,404,442
5553957443,4/12/2016 12:00:00 AM,1,441,464
5553957443,4/13/2016 12:00:00 AM,2,455,488
5553957443,4/14/2016 12:00:00 AM,1,357,418
5553957443,4/15/2016 12:00:00 AM,1,377,409
5553957443,4/16/2016 12:00:00 AM,2,651,686
5553957443,4/17/2016 12:00:00 AM,1,350,402
5553957443,4/18/2016 12:00:00 AM,2,520,541
5553957443,4/19/2016 12:00:00 AM,1,357,410
5553957443,4/20/2016 12:00:00 AM,1,658,678
5553957443,4/21/2016 12:00:00 AM,1,399,431
5553957443,4/22/2016 12:00:00 AM,1,322,353
5553957443,4/23/2016 12:00:00 AM,2,631,725
5553957443,4/24/2016 12:00:00 AM,2,553,640
5553957443,4/25/2016 12:00:00 AM,1,433,468
5553957443,4/26/2016 12:00:00 AM,1,412,453
5553957443,4/27/2016 12:00:00 AM,1,347,391
5553957443,4/28/2016 12:00:00 AM,1,421,457
5553957443,4/29/2016 12:00:00 AM,1,450,495
5553957443,4/30/2016 12:00:00 AM,2,775,843
5553957443,5/1/2016 12:00:00 AM,2,622,686
5553957443,5/2/2016 12:00:00 AM,1,409,471
5553957443,5/3/2016 12:00:00 AM,1,380,429
5553957443,5/4/2016 12:00:00 AM,1,447,470
5553957443,5/5/2016 12:00:00 AM,1,419,464
5553957443,5/6/2016 12:00:00 AM,1,400,434
5553957443,5/7/2016 12:00:00 AM,1,442,470
5553957443,5/8/2016 12:00:00 AM,1,568,608
5553957443,5/9/2016 12:00:00 AM,1,453,494
5553957443,5/10/2016 12:00:00 AM,1,418,443
5553957443,5/11/2016 12:00:00 AM,1,463,486
5553957443,5/12/2016 12:00:00 AM,1,438,475
5577150313,4/12/2016 12:00:00 AM,1,419,438
5577150313,4/13/2016 12:00:00 AM,1,432,458
5577150313,4/14/2016 12:00:00 AM,1,477,497
5577150313,4/15/2016 12:00:00 AM,1,392,413
5577150313,4/16/2016 12:00:00 AM,1,406,445
5577150313,4/17/2016 12:00:00 AM,1,549,583
5577150313,4/18/2016 12:00:00 AM,1,527,553
5577150313,4/19/2016 12:00:00 AM,1,449,465
5577150313,4/20/2016 12:00:00 AM,1,447,480
5577150313,4/21/2016 12:00:00 AM,1,414,437
5577150313,4/22/2016 12:00:00 AM,1,338,366
5577150313,4/23/2016 12:00:00 AM,1,384,402
5577150313,4/24/2016 12:00:00 AM,1,543,615
5577150313,4/25/2016 12:00:00 AM,1,421,461
5577150313,4/26/2016 12:00:00 AM,1,354,377
5577150313,4/27/2016 12:00:00 AM,1,424,452
5577150313,4/28/2016 12:00:00 AM,1,361,372
5577150313,4/29/2016 12:00:00 AM,1,459,485
5577150313,4/30/2016 12:00:00 AM,1,412,433
5577150313,5/1/2016 12:00:00 AM,1,379,398
5577150313,5/2/2016 12:00:00 AM,2,525,553
5577150313,5/3/2016 12:00:00 AM,1,508,543
5577150313,5/4/2016 12:00:00 AM,1,603,634
5577150313,5/5/2016 12:00:00 AM,1,74,78
5577150313,5/10/2016 12:00:00 AM,1,504,562
5577150313,5/11/2016 12:00:00 AM,1,431,476
6117666160,4/16/2016 12:00:00 AM,1,380,398
6117666160,4/17/2016 12:00:00 AM,2,336,350
6117666160,4/18/2016 12:00:00 AM,2,493,510
6117666160,4/19/2016 12:00:00 AM,1,465,492
6117666160,4/20/2016 12:00:00 AM,1,474,502
6117666160,4/21/2016 12:00:00 AM,1,508,550
6117666160,4/22/2016 12:00:00 AM,1,480,546
6117666160,4/23/2016 12:00:00 AM,1,492,539
6117666160,4/24/2016 12:00:00 AM,1,353,367
6117666160,4/27/2016 12:00:00 AM,1,542,557
6117666160,4/28/2016 12:00:00 AM,1,393,416
6117666160,4/29/2016 12:00:00 AM,1,600,636
6117666160,5/1/2016 12:00:00 AM,1,507,575
6117666160,5/5/2016 12:00:00 AM,1,392,415
6117666160,5/6/2016 12:00:00 AM,2,658,698
6117666160,5/7/2016 12:00:00 AM,2,498,507
6117666160,5/8/2016 12:00:00 AM,1,555,603
6117666160,5/9/2016 12:00:00 AM,1,492,522
6775888955,4/13/2016 12:00:00 AM,1,235,260
6775888955,4/14/2016 12:00:00 AM,1,423,441
6775888955,4/15/2016 12:00:00 AM,1,391,406
6962181067,4/12/2016 12:00:00 AM,1,366,387
6962181067,4/13/2016 12:00:00 AM,3,630,679
6962181067,4/14/2016 12:00:00 AM,2,508,535
6962181067,4/15/2016 12:00:00 AM,1,370,386
6962181067,4/16/2016 12:00:00 AM,1,357,366
6962181067,4/17/2016 12:00:00 AM,1,427,446
6962181067,4/18/2016 12:00:00 AM,1,442,458
6962181067,4/19/2016 12:00:00 AM,1,476,535
6962181067,4/20/2016 12:00:00 AM,1,418,424
6962181067,4/21/2016 12:00:00 AM,1,451,457
6962181067,4/22/2016 12:00:00 AM,1,425,435
6962181067,4/23/2016 12:00:00 AM,1,528,546
6962181067,4/24/2016 12:00:00 AM,1,511,514
6962181067,4/25/2016 12:00:00 AM,1,400,415
6962181067,4/26/2016 12:00:00 AM,1,441,446
6962181067,4/27/2016 12:00:00 AM,1,455,467
6962181067,4/28/2016 12:00:00 AM,1,440,453
6962181067,4/29/2016 12:00:00 AM,1,433,447
6962181067,4/30/2016 12:00:00 AM,1,422,424
6962181067,5/1/2016 12:00:00 AM,1,411,426
6962181067,5/2/2016 12:00:00 AM,1,466,482
6962181067,5/3/2016 12:00:00 AM,1,394,418
6962181067,5/4/2016 12:00:00 AM,1,442,455
6962181067,5/5/2016 12:00:00 AM,1,467,491
6962181067,5/6/2016 12:00:00 AM,1,443,462
6962181067,5/7/2016 12:00:00 AM,1,298,334
6962181067,5/8/2016 12:00:00 AM,1,541,569
6962181067,5/9/2016 12:00:00 AM,1,489,497
6962181067,5/10/2016 12:00:00 AM,1,469,481
6962181067,5/11/2016 12:00:00 AM,1,452,480
6962181067,5/12/2016 12:00:00 AM,1,516,535
7007744171,4/16/2016 12:00:00 AM,1,79,82
7007744171,5/1/2016 12:00:00 AM,1,58,61
7086361926,4/12/2016 12:00:00 AM,1,514,525
7086361926,4/13/2016 12:00:00 AM,1,451,465
7086361926,4/14/2016 12:00:00 AM,1,472,476
7086361926,4/15/2016 12:00:00 AM,1,377,386
7086361926,4/19/2016 12:00:00 AM,1,472,483
7086361926,4/20/2016 12:00:00 AM,1,492,502
7086361926,4/21/2016 12:00:00 AM,1,390,411
7086361926,4/22/2016 12:00:00 AM,1,428,448
7086361926,4/24/2016 12:00:00 AM,1,681,704
7086361926,4/25/2016 12:00:00 AM,1,446,447
7086361926,4/26/2016 12:00:00 AM,1,485,500
7086361926,4/27/2016 12:00:00 AM,1,469,479
7086361926,4/28/2016 12:00:00 AM,1,354,367
7086361926,4/30/2016 12:00:00 AM,1,485,489
7086361926,5/1/2016 12:00:00 AM,1,388,407
7086361926,5/2/2016 12:00:00 AM,1,440,459
7086361926,5/3/2016 12:00:00 AM,1,456,461
7086361926,5/4/2016 12:00:00 AM,1,420,436
7086361926,5/6/2016 12:00:00 AM,1,322,333
7086361926,5/7/2016 12:00:00 AM,1,530,548
7086361926,5/8/2016 12:00:00 AM,1,481,510
7086361926,5/9/2016 12:00:00 AM,1,427,438
7086361926,5/11/2016 12:00:00 AM,1,451,463
7086361926,5/12/2016 12:00:00 AM,1,444,457
8053475328,4/20/2016 12:00:00 AM,1,486,493
8053475328,4/23/2016 12:00:00 AM,1,331,337
8053475328,5/7/2016 12:00:00 AM,1,74,75
8378563200,4/12/2016 12:00:00 AM,1,338,356
8378563200,4/13/2016 12:00:00 AM,2,447,487
8378563200,4/14/2016 12:00:00 AM,1,424,455
8378563200,4/15/2016 12:00:00 AM,1,513,533
8378563200,4/16/2016 12:00:00 AM,2,611,689
8378563200,4/17/2016 12:00:00 AM,2,525,591
8378563200,4/18/2016 12:00:00 AM,1,398,451
8378563200,4/19/2016 12:00:00 AM,1,387,421
8378563200,4/20/2016 12:00:00 AM,1,381,409
8378563200,4/21/2016 12:00:00 AM,1,396,417
8378563200,4/22/2016 12:00:00 AM,1,441,469
8378563200,4/23/2016 12:00:00 AM,1,565,591
8378563200,4/24/2016 12:00:00 AM,1,458,492
8378563200,4/25/2016 12:00:00 AM,1,388,402
8378563200,4/25/2016 12:00:00 AM,1,388,402
8378563200,4/26/2016 12:00:00 AM,1,550,584
8378563200,4/27/2016 12:00:00 AM,1,531,600
8378563200,4/28/2016 12:00:00 AM,1,506,556
8378563200,4/29/2016 12:00:00 AM,1,527,562
8378563200,4/30/2016 12:00:00 AM,1,468,555
8378563200,5/1/2016 12:00:00 AM,1,475,539
8378563200,5/2/2016 12:00:00 AM,1,351,385
8378563200,5/3/2016 12:00:00 AM,1,405,429
8378563200,5/4/2016 12:00:00 AM,1,441,477
8378563200,5/5/2016 12:00:00 AM,1,381,417
8378563200,5/6/2016 12:00:00 AM,1,323,355
8378563200,5/7/2016 12:00:00 AM,2,459,513
8378563200,5/8/2016 12:00:00 AM,1,545,606
8378563200,5/9/2016 12:00:00 AM,1,359,399
8378563200,5/10/2016 12:00:00 AM,1,342,391
8378563200,5/11/2016 12:00:00 AM,1,368,387
8378563200,5/12/2016 12:00:00 AM,1,496,546
8792009665,4/12/2016 12:00:00 AM,1,458,493
8792009665,4/13/2016 12:00:00 AM,1,531,552
8792009665,4/14/2016 12:00:00 AM,1,486,503
8792009665,4/15/2016 12:00:00 AM,1,363,377
8792009665,4/20/2016 12:00:00 AM,1,528,547
8792009665,4/22/2016 12:00:00 AM,1,391,407
8792009665,4/23/2016 12:00:00 AM,1,339,360
8792009665,4/27/2016 12:00:00 AM,1,423,428
8792009665,4/28/2016 12:00:00 AM,1,402,416
8792009665,4/29/2016 12:00:00 AM,1,398,406
8792009665,4/30/2016 12:00:00 AM,1,343,360
8792009665,5/1/2016 12:00:00 AM,1,503,527
8792009665,5/2/2016 12:00:00 AM,1,415,423
8792009665,5/3/2016 12:00:00 AM,1,516,545
8792009665,5/4/2016 12:00:00 AM,1,439,463
