Id,ActivityHour,StepTotal
1503960366,4/26/2016 5:00:00 AM,7
1503960366,4/26/2016 6:00:00 AM,0
1503960366,4/26/2016 7:00:00 AM,28
1503960366,4/26/2016 8:00:00 AM,173
1503960366,4/26/2016 9:00:00 AM,1826
1503960366,4/26/2016 10:00:00 AM,666
1503960366,4/26/2016 11:00:00 AM,266
1503960366,4/26/2016 12:00:00 PM,415
1503960366,4/26/2016 1:00:00 PM,1571
1503960366,4/26/2016 2:00:00 PM,1998
1503960366,4/26/2016 3:00:00 PM,323
1503960366,4/26/2016 4:00:00 PM,697
1503960366,4/26/2016 5:00:00 PM,143
1503960366,4/26/2016 6:00:00 PM,2513
1503960366,4/26/2016 7:00:00 PM,148
1503960366,4/26/2016 8:00:00 PM,1649
1503960366,4/26/2016 9:00:00 PM,450
1503960366,4/26/2016 10:00:00 PM,148
1503960366,4/26/2016 11:00:00 PM,310
1503960366,4/27/2016 12:00:00 AM,277
1503960366,4/27/2016 1:00:00 AM,60
1503960366,4/27/2016 2:00:00 AM,17
1503960366,4/27/2016 3:00:00 AM,0
1503960366,4/27/2016 4:00:00 AM,0
1503960366,4/27/2016 5:00:00 AM,0
1503960366,4/27/2016 6:00:00 AM,0
1503960366,4/27/2016 7:00:00 AM,0
1503960366,4/27/2016 8:00:00 AM,0
1503960366,4/27/2016 9:00:00 AM,1916
1503960366,4/27/2016 10:00:00 AM,502
1503960366,4/27/2016 11:00:00 AM,797
1503960366,4/27/2016 12:00:00 PM,701
1503960366,4/27/2016 1:00:00 PM,319
1503960366,4/27/2016 2:00:00 PM,1932
1503960366,4/27/2016 3:00:00 PM,59
1503960366,4/27/2016 4:00:00 PM,98
1503960366,4/27/2016 5:00:00 PM,261
1503960366,4/27/2016 6:00:00 PM,2714
1503960366,4/27/2016 7:00:00 PM,5786
1503960366,4/27/2016 8:00:00 PM,2420
1503960366,4/27/2016 9:00:00 PM,266
1503960366,4/27/2016 10:00:00 PM,0
1503960366,4/27/2016 11:00:00 PM,0
1503960366,4/28/2016 12:00:00 AM,0
1503960366,4/28/2016 1:00:00 AM,127
1503960366,4/28/2016 2:00:00 AM,0
1503960366,4/28/2016 3:00:00 AM,0
1503960366,4/28/2016 4:00:00 AM,0
1503960366,4/28/2016 5:00:00 AM,0
1503960366,4/28/2016 6:00:00 AM,0
1503960366,4/28/2016 7:00:00 AM,14
1503960366,4/28/2016 8:00:00 AM,128
1503960366,4/28/2016 9:00:00 AM,1192
1503960366,4/28/2016 10:00:00 AM,987
1503960366,4/28/2016 11:00:00 AM,288
1503960366,4/28/2016 12:00:00 PM,317
1503960366,4/28/2016 1:00:00 PM,1144
1503960366,4/28/2016 2:00:00 PM,1512
1503960366,4/28/2016 3:00:00 PM,115
1503960366,4/28/2016 4:00:00 PM,554
1503960366,4/28/2016 5:00:00 PM,235
1503960366,4/28/2016 6:00:00 PM,1829
1503960366,4/28/2016 7:00:00 PM,13
1503960366,4/28/2016 8:00:00 PM,2122
1503960366,4/28/2016 9:00:00 PM,986
1503960366,4/28/2016 10:00:00 PM,16
1503960366,4/28/2016 11:00:00 PM,1512
1503960366,4/29/2016 12:00:00 AM,202
1503960366,4/29/2016 1:00:00 AM,0
1503960366,4/29/2016 2:00:00 AM,71
1503960366,4/29/2016 3:00:00 AM,0
1503960366,4/29/2016 4:00:00 AM,0
1503960366,4/29/2016 5:00:00 AM,0
1503960366,4/29/2016 6:00:00 AM,0
1503960366,4/29/2016 7:00:00 AM,27
1503960366,4/29/2016 8:00:00 AM,201
1503960366,4/29/2016 9:00:00 AM,1820
1503960366,4/29/2016 10:00:00 AM,44
1503960366,4/29/2016 11:00:00 AM,104
1503960366,4/29/2016 12:00:00 PM,214
1503960366,4/29/2016 1:00:00 PM,41
1503960366,4/29/2016 2:00:00 PM,1711
1503960366,4/29/2016 3:00:00 PM,1076
1503960366,4/29/2016 4:00:00 PM,285
1503960366,4/29/2016 5:00:00 PM,380
1503960366,4/29/2016 6:00:00 PM,118
1503960366,4/29/2016 7:00:00 PM,267
1503960366,4/29/2016 8:00:00 PM,386
1503960366,4/29/2016 9:00:00 PM,1366
1503960366,4/29/2016 10:00:00 PM,1111
1503960366,4/29/2016 11:00:00 PM,1757
1503960366,4/30/2016 12:00:00 AM,19
1503960366,4/30/2016 1:00:00 AM,65
1503960366,4/30/2016 2:00:00 AM,0
1503960366,4/30/2016 3:00:00 AM,6
1503960366,4/30/2016 4:00:00 AM,0
1503960366,4/30/2016 5:00:00 AM,0
1503960366,4/30/2016 6:00:00 AM,0
1503960366,4/30/2016 7:00:00 AM,0
1503960366,4/30/2016 8:00:00 AM,60
1503960366,4/30/2016 9:00:00 AM,148
1503960366,4/30/2016 10:00:00 AM,239
1503960366,4/30/2016 11:00:00 AM,127
1503960366,4/30/2016 12:00:00 PM,92
1503960366,4/30/2016 1:00:00 PM,141
1503960366,4/30/2016 2:00:00 PM,520
1503960366,4/30/2016 3:00:00 PM,993
1503960366,4/30/2016 4:00:00 PM,3388
1503960366,4/30/2016 5:00:00 PM,2176
1503960366,4/30/2016 6:00:00 PM,2319
1503960366,4/30/2016 7:00:00 PM,92
1503960366,4/30/2016 8:00:00 PM,117
1503960366,4/30/2016 9:00:00 PM,840
1503960366,4/30/2016 10:00:00 PM,2139
1503960366,4/30/2016 11:00:00 PM,1192
1503960366,5/1/2016 12:00:00 AM,247
1503960366,5/1/2016 1:00:00 AM,59
1503960366,5/1/2016 2:00:00 AM,36
1503960366,5/1/2016 3:00:00 AM,4
1503960366,5/1/2016 4:00:00 AM,0
1503960366,5/1/2016 5:00:00 AM,0
1503960366,5/1/2016 6:00:00 AM,0
1503960366,5/1/2016 7:00:00 AM,41
1503960366,5/1/2016 8:00:00 AM,94
1503960366,5/1/2016 9:00:00 AM,198
1503960366,5/1/2016 10:00:00 AM,146
1503960366,5/1/2016 11:00:00 AM,103
1503960366,5/1/2016 12:00:00 PM,130
1503960366,5/1/2016 1:00:00 PM,85
1503960366,5/1/2016 2:00:00 PM,540
1503960366,5/1/2016 3:00:00 PM,294
1503960366,5/1/2016 4:00:00 PM,823
1503960366,5/1/2016 5:00:00 PM,1053
1503960366,5/1/2016 6:00:00 PM,2007
1503960366,5/1/2016 7:00:00 PM,177
1503960366,5/1/2016 8:00:00 PM,93
1503960366,5/1/2016 9:00:00 PM,363
1503960366,5/1/2016 10:00:00 PM,1552
1503960366,5/1/2016 11:00:00 PM,2557
1503960366,5/2/2016 12:00:00 AM,0
1503960366,5/2/2016 1:00:00 AM,119
1503960366,5/2/2016 2:00:00 AM,0
1503960366,5/2/2016 3:00:00 AM,21
1503960366,5/2/2016 4:00:00 AM,0
1503960366,5/2/2016 5:00:00 AM,0
1503960366,5/2/2016 6:00:00 AM,0
1503960366,5/2/2016 7:00:00 AM,28
1503960366,5/2/2016 8:00:00 AM,245
1503960366,5/2/2016 9:00:00 AM,1690
1503960366,5/2/2016 10:00:00 AM,369
1503960366,5/2/2016 11:00:00 AM,384
1503960366,5/2/2016 12:00:00 PM,2116
1503960366,5/2/2016 1:00:00 PM,1064
1503960366,5/2/2016 2:00:00 PM,355
1503960366,5/2/2016 3:00:00 PM,418
1503960366,5/2/2016 4:00:00 PM,420
1503960366,5/2/2016 5:00:00 PM,340
1503960366,5/2/2016 6:00:00 PM,227
1503960366,5/2/2016 7:00:00 PM,235
1503960366,5/2/2016 8:00:00 PM,3903
1503960366,5/2/2016 9:00:00 PM,1427
1503960366,5/2/2016 10:00:00 PM,945
1503960366,5/2/2016 11:00:00 PM,404
1503960366,5/3/2016 12:00:00 AM,55
1503960366,5/3/2016 1:00:00 AM,79
1503960366,5/3/2016 2:00:00 AM,20
1503960366,5/3/2016 3:00:00 AM,110
1503960366,5/3/2016 4:00:00 AM,0
1503960366,5/3/2016 5:00:00 AM,0
1503960366,5/3/2016 6:00:00 AM,16
1503960366,5/3/2016 7:00:00 AM,23
1503960366,5/3/2016 8:00:00 AM,158
1503960366,5/3/2016 9:00:00 AM,1391
1503960366,5/3/2016 10:00:00 AM,955
1503960366,5/3/2016 11:00:00 AM,297
1503960366,5/3/2016 12:00:00 PM,396
1503960366,5/3/2016 1:00:00 PM,309
1503960366,5/3/2016 2:00:00 PM,384
1503960366,5/3/2016 3:00:00 PM,1719
1503960366,5/3/2016 4:00:00 PM,870
1503960366,5/3/2016 5:00:00 PM,690
1503960366,5/3/2016 6:00:00 PM,3119
1503960366,5/3/2016 7:00:00 PM,140
1503960366,5/3/2016 8:00:00 PM,6
1503960366,5/3/2016 9:00:00 PM,1333
1503960366,5/3/2016 10:00:00 PM,2549
1503960366,5/3/2016 11:00:00 PM,484
1503960366,5/4/2016 12:00:00 AM,400
1503960366,5/4/2016 1:00:00 AM,18
1503960366,5/4/2016 2:00:00 AM,0
1503960366,5/4/2016 3:00:00 AM,0
1503960366,5/4/2016 4:00:00 AM,0
1503960366,5/4/2016 5:00:00 AM,0
1503960366,5/4/2016 6:00:00 AM,0
1503960366,5/4/2016 7:00:00 AM,0
1503960366,5/4/2016 8:00:00 AM,68
1503960366,5/4/2016 9:00:00 AM,1470
1503960366,5/4/2016 10:00:00 AM,598
1503960366,5/4/2016 11:00:00 AM,194
1503960366,5/4/2016 12:00:00 PM,366
1503960366,5/4/2016 1:00:00 PM,318
1503960366,5/4/2016 2:00:00 PM,2284
1503960366,5/4/2016 3:00:00 PM,138
1503960366,5/4/2016 4:00:00 PM,144
1503960366,5/4/2016 5:00:00 PM,341
1503960366,5/4/2016 6:00:00 PM,2041
1503960366,5/4/2016 7:00:00 PM,205
1503960366,5/4/2016 8:00:00 PM,1316
1503960366,5/4/2016 9:00:00 PM,1106
1503960366,5/4/2016 10:00:00 PM,93
1503960366,5/4/2016 11:00:00 PM,0
1503960366,5/5/2016 12:00:00 AM,70
1503960366,5/5/2016 1:00:00 AM,113
1503960366,5/5/2016 2:00:00 AM,19
1503960366,5/5/2016 3:00:00 AM,0
1503960366,5/5/2016 4:00:00 AM,44
1503960366,5/5/2016 5:00:00 AM,0
1503960366,5/5/2016 6:00:00 AM,8
1503960366,5/5/2016 7:00:00 AM,23
1503960366,5/5/2016 8:00:00 AM,107
1503960366,5/5/2016 9:00:00 AM,1615
1503960366,5/5/2016 10:00:00 AM,360
1503960366,5/5/2016 11:00:00 AM,28
1503960366,5/5/2016 12:00:00 PM,318
1503960366,5/5/2016 1:00:00 PM,1231
1503960366,5/5/2016 2:00:00 PM,375
1503960366,5/5/2016 3:00:00 PM,187
1503960366,5/5/2016 4:00:00 PM,989
1503960366,5/5/2016 5:00:00 PM,2217
1503960366,5/5/2016 6:00:00 PM,715
1503960366,5/5/2016 7:00:00 PM,348
1503960366,5/5/2016 8:00:00 PM,283
1503960366,5/5/2016 9:00:00 PM,3897
1503960366,5/5/2016 10:00:00 PM,900
1503960366,5/5/2016 11:00:00 PM,200
1503960366,5/6/2016 12:00:00 AM,186
1503960366,5/6/2016 1:00:00 AM,4
1503960366,5/6/2016 2:00:00 AM,88
1503960366,5/6/2016 3:00:00 AM,0
1503960366,5/6/2016 4:00:00 AM,19
1503960366,5/6/2016 5:00:00 AM,0
1503960366,5/6/2016 6:00:00 AM,0
1503960366,5/6/2016 7:00:00 AM,23
1503960366,5/6/2016 8:00:00 AM,146
1503960366,5/6/2016 9:00:00 AM,1683
1503960366,5/6/2016 10:00:00 AM,504
1503960366,5/6/2016 11:00:00 AM,234
1503960366,5/6/2016 12:00:00 PM,261
1503960366,5/6/2016 1:00:00 PM,175
1503960366,5/6/2016 2:00:00 PM,535
1503960366,5/6/2016 3:00:00 PM,900
1503960366,5/6/2016 4:00:00 PM,335
1503960366,5/6/2016 5:00:00 PM,279
1503960366,5/6/2016 6:00:00 PM,1532
1503960366,5/6/2016 7:00:00 PM,2500
1503960366,5/6/2016 8:00:00 PM,255
1503960366,5/6/2016 9:00:00 PM,514
1503960366,5/6/2016 10:00:00 PM,375
1503960366,5/6/2016 11:00:00 PM,1611
1503960366,5/7/2016 12:00:00 AM,168
1503960366,5/7/2016 1:00:00 AM,0
