Zomato URL,Name of Restaurant,Address,Location,Cuisine,Top Dishes,Price for 2,Dining Rating,Dining Rating Count,Delivery Rating,Delivery Rating Count,Features
https://www.zomato.com/chennai/supriya-andhra-restaurant-1-thuraipakkam,Supriya Andhra Restaurant," 5/349, Rajiv Gandhi Salai, OMR, Thuraipakkam, Chennai",Thuraipakkam,"['Biryani', ' North Indian', ' Chinese']","['Biryani', ' Raita']",650.0,4.2,1992,3.8,50100,"['Home Delivery', 'Free Parking', 'Indoor Seating']"
https://www.zomato.com/chennai/bff-2-0-ra-puram,BFF 2.0," 80/29, 2nd Main Road, RA Puram, Chennai",RA Puram,"['North Indian', ' Continental', ' Italian']","['Crispy Chicken', ' Cocktails', ' Pizza', ' Nachos', ' Onion Rings', ' Fajita', ' Mashed Potato']",1500.0,4.2,464,None,Does not offer Delivery,"['Full Bar Available', 'Indoor Seating', 'Nightlife', 'Table booking recommended', 'LGBTQIA Friendly', 'Smoking Area', 'Live Sports Screening', 'Valet Parking Available', 'Live Music']"
https://www.zomato.com/chennai/eating-circles-alwarpet,Eating Circles," 6, CP Ramaswamy Road, Alwarpet, Chennai",Alwarpet,['South Indian'],"['Rose Milk', ' Neer Dosa', ' Thatte Idli', ' Open Masala Dosa', ' Filtered Coffee', ' Rava Idli', ' Bonda Soup']",250.0,4.7,782,4.2,2744,"['Breakfast', 'Home Delivery', 'Vegetarian Only', 'Indoor Seating']"
https://www.zomato.com/chennai/salem-rr-briyani-unavagam-velachery,Salem RR Briyani Unavagam," 166, 100 Feet Road, Ganapathi Nagar, Velachery, Chennai",Velachery,"['Biryani', ' Chinese', ' North Indian', ' Seafood', ' Beverages']","['Chicken 65', ' Mutton Biryani', ' Tandoori Chicken', ' Chicken Biryani', ' Kothu Parotta', ' Brinjal Gravy', ' Paratha']",550.0,4.2,1180,4.0,1717,"['Home Delivery', 'Indoor Seating', 'Catering Available']"
https://www.zomato.com/chennai/v4-midnight-dhabba-mogappair,V4 Midnight Dhabba," 22, Nolambur Service Road, Opposite KG Signature City, Mogappair West, Chennai",Mogappair,"['North Indian', ' Mughlai']","['Egg Noodles', ' Punjabi Chicken', ' Cream Chicken', ' Peri Peri Chicken', ' Panneer Butter Masala', ' Dragon Chicken', ' Roti']",550.0,4.3,1139,3.9,10100,"['Home Delivery', 'Indoor Seating', 'Table booking recommended']"
https://www.zomato.com/chennai/bakya-veg-restaurant-west-mambalam,Bakya Veg Restaurant," 20, Jaishankar Street, Near Ayodhya Mandapam, West Mambalam, Chennai",West Mambalam,"['South Indian', ' North Indian', ' Chinese']","['Panneer Butter Masala', ' Noodle', ' Chaat', ' Badam Milk', ' Butter Naan']",400.0,4.2,457,4.0,19400,"['Breakfast', 'Home Delivery', 'Vegetarian Only', 'Free Parking', 'Indoor Seating']"
https://www.zomato.com/chennai/midnight-madness-adyar,Midnight Madness," 1\/1, F-3, 1st Floor, Sindhuja Complex, 29th Cross Street, Indira Nagar, Adyar, Chennai",Adyar,['Italian'],"['Pasta', ' Noodle', ' Peri Peri Chicken Pizza']",450.0,4.1,625,3.3,10300,"['Home Delivery', 'Indoor Seating']"
https://www.zomato.com/chennai/hotel-crescent-nungambakkam,Hotel Crescent," 309, Valluvar Kottam High Road, Nungambakkam, Chennai",Nungambakkam,"['Chettinad', ' Chinese', ' North Indian', ' Kebab', ' Biryani']","['Chicken Grill', ' Shawarma', ' Paratha', ' Fish Curry', ' Tandoori Chicken', ' Biryani', ' Chicken Curry']",500.0,4.3,1030,4.2,2731,"['Home Delivery', 'Indoor Seating']"
https://www.zomato.com/chennai/zaitoon-royapettah,Zaitoon," 35, Woods Road., Royapettah, Chennai",Royapettah,"['North Indian', ' Arabian', ' Chinese']","['Shawarma', ' Bbq Chicken', ' Biryani', ' Salad', ' Brownie', ' Clear Soup', ' Barbeque Chicken']",900.0,4.1,1118,4.1,2895,"['Home Delivery', 'Serves Halal', 'Free Parking', 'Indoor Seating', 'Table booking for Groups', 'Valet Parking Available', 'Table booking recommended', 'Card Upon Delivery']"
https://www.zomato.com/chennai/nithya-amirtham-mylapore,Nithya Amirtham," 39, North Mada Street, Near Kapaleeswarar Temple, Mylapore, Chennai",Mylapore,"['South Indian', ' North Indian', ' Chinese']","['Tomato Soup', ' Filtered Coffee', ' Thali', ' Gulab Jamun', ' Paneer Tikka', ' Pongal', ' Naan']",500.0,4.2,403,4.3,11100,"['Breakfast', 'Home Delivery', 'Vegetarian Only', 'Indoor Seating']"
https://www.zomato.com/chennai/shri-balaajee-bhavan-chromepet,Shri Balaajee Bhavan," 412/07, Thoraipakam Road Over Bridge, Chromepet, Chennai",Chromepet,"['South Indian', ' North Indian']","['Filtered Coffee', ' Panneer Butter Masala', ' Idli', ' Pongal', ' Naan', ' Vada Sambar', ' Idiyappam']",300.0,4.3,602,4.0,1868,"['Breakfast', 'Home Delivery', 'Vegetarian Only', 'Indoor Seating', 'Catering Available']"
https://www.zomato.com/chennai/kakada-ramprasad-kilpauk,Kakada Ramprasad," Ormes Road, Sylvan Lodge Colony, Kilpauk, Chennai",Kilpauk,"['Mithai', ' Street Food', ' North Indian']","['Badam Milk', ' Chaat', ' Pav Bhaji', ' Jalebi', ' Panipuri', ' Aloo Tikki', ' Samosa']",450.0,4.3,455,4.3,4253,"['Breakfast', 'Home Delivery', 'Vegetarian Only', 'Free Parking', 'Pre-Ordering Required', 'Serves Jain Food', 'Desserts and Bakes', 'Indoor Seating']"
https://www.zomato.com/chennai/rasavid-1-velachery,Rasavid," 55 C, Velachery By-Pass Road, Sankaran Avenue, Velachery, Chennai",Velachery,"['Andhra', ' Hyderabadi']","['Naan', ' Biryani', ' Bbq Fish', ' Tomato Soup', ' Carrot Halwa', ' Gajar Ka Halwa', ' Prawn']",800.0,3.9,350,3.4,3708,"['Home Delivery', 'Indoor Seating', 'Buffet']"
https://www.zomato.com/chennai/buhari-chromepet,Buhari," Near Vetri Theatre, Chromepet, Chennai",Chromepet,"['Biryani', ' Arabian', ' North Indian', ' Chinese', ' Desserts', ' Beverages']","['Biryani', ' Chicken 65', ' Sea Food', ' Tea', ' Sweet Corn Chicken Soup', ' Veg Steak', ' Fish Finger']",800.0,3.5,646,3.8,1552,"['Home Delivery', 'Indoor Seating', 'Catering Available']"
https://www.zomato.com/chennai/dominos-pizza-kolathur,Domino's Pizza," 2, Ground Floor, Valavan Nagar, Kolathur, Chennai",Kolathur,"['Pizza', ' Fast Food']","['Mexican Tacos', ' Peppy Paneer', ' Farmhouse Pizza', ' Garlic Bread', ' Lava Cake', ' Cheesy Pizza']",400.0,4.0,429,4.1,5297,"['Home Delivery', 'Indoor Seating', 'Catering Available', 'Free Parking']"
https://www.zomato.com/chennai/shree-mithai-chetpet,Shree Mithai," 18, Dr TV Road, Chetpet, Chennai",Chetpet,"['Mithai', ' Street Food', ' Fast Food']","['Chaat', ' Badam Milk', ' Pav Bhaji', ' Panipuri', ' Rasmalai', ' Sandwich', ' Chole Bhature']",300.0,4.6,1085,4.4,18600,"['Breakfast', 'Home Delivery', 'Vegetarian Only', 'Free Parking', 'Catering Available', 'Indoor Seating', 'Serves Jain Food', 'Desserts and Bakes']"
https://www.zomato.com/chennai/new-andhra-meals-hotel-valasaravakkam,New Andhra Meals Hotel," 6, Arcot Road, Valasaravakkam, Chennai",Valasaravakkam,"['Andhra', ' Chinese', ' South Indian', ' North Indian', ' Biryani']","['Paruppu Podi', ' Gongura Chicken', ' Panneer Butter Masala', ' Thali', ' Andhra Chilli Chicken', ' Fish Fry', ' Ghee Rice']",600.0,3.9,704,4.2,1457,"['Home Delivery', 'Indoor Seating', 'Table booking recommended']"
https://www.zomato.com/chennai/punjabi-nation-guindy,Punjabi Nation," 15, GST Road, Guindy, Chennai",Guindy,"['North Indian', ' Chinese']","['Lassi', ' Roti', ' Naan', ' Butter Chicken', ' Paratha', ' Rabri', ' Dal Makhani']",700.0,4.0,712,4.1,13600,"['Home Delivery', 'Indoor Seating']"
https://www.zomato.com/chennai/krishnas-dosa-kadai-mogappair,Krishna's Dosa Kadai," 40, Nolambur, Phase - 1, Mogappair, Chennai",Mogappair,"['South Indian', ' North Indian', ' Andhra', ' Chinese']","['Pizza Dosa', ' Butter Naan', ' Coffee', ' Chocolate Dosa', ' Paratha', ' Paneer Dosa', ' Panneer Butter Masala']",350.0,4.2,692,4.1,34600,"['Breakfast', 'Home Delivery', 'Vegetarian Only', 'Free Parking', 'Indoor Seating']"
https://www.zomato.com/chennai/al-sham-1-potheri,Al Sham," 1, Pillayar Koil Street, Near SRM University, Potheri, Kanchipuram District, Chennai",Potheri,"['Chinese', ' North Indian', ' Kerala']","['Biryani', ' Chicken Grill', ' Tandoori Chicken']",750.0,3.9,601,3.9,17500,"['Home Delivery', 'Table booking recommended', 'Indoor Seating']"
https://www.zomato.com/chennai/orange-wok-nungambakkam,Orange Wok," 11, 1st Floor, Khader Nawaz Khan Road, Nungambakkam, Chennai",Nungambakkam,"['Malaysian', ' Asian', ' Chinese']","['Laksa', ' Dragon Chicken', ' Khau Suey', ' Momos', ' Bubble Tea', ' Chicken Satay', ' Lamb']",1000.0,4.2,774,4.0,8705,"['Home Delivery', 'Free Parking', 'Indoor Seating', 'Outdoor Seating', 'Smoking Area']"
https://www.zomato.com/chennai/ghuma-ghumalu-navallur,Ghuma Ghumalu," 1/398, Rajiv Gandhi Salai, OMR, Navalur, Chennai",Navallur,"['Chinese', ' South Indian', ' Biryani', ' Andhra']","['Hyderabadi Biryani', ' Chicken 65', ' Chicken Mughlai Biryani', ' Andhra Meal', ' Andhra Style Biryani', ' Prawn Biryani', ' Mutton Biryani']",500.0,4.2,1059,3.6,5961,"['Home Delivery', 'Indoor Seating', 'Table reservation required']"
https://www.zomato.com/chennai/kps-ambur-biriyani-mogappair,KPS Ambur Biriyani," 6/20, Venugopal Street, Mogappair, Chennai",Mogappair,['Biryani'],"['Tandoori Chicken', ' Fried Rice Chicken', ' Biryani', ' Shawarma']",250.0,3.6,409,3.7,11300,"['Home Delivery', 'Indoor Seating']"
https://www.zomato.com/chennai/pedrenos-mylapore,Pedreno's," 113/114, PS Sivaswami Salai, Mylapore, Chennai",Mylapore,"['Pizza', ' American', ' Italian']","['Pizza', ' Gelato', ' Pasta', ' Coffee', ' Steak', ' Tiramisu', ' Burgers']",1200.0,4.3,946,4.0,787,"['Home Delivery', 'Desserts and Bakes', 'Live Sports Screening', 'Indoor Seating', 'Table booking recommended', 'Valet Parking Available']"
https://www.zomato.com/chennai/madras-biryani-perambur,Madras Biryani," 105, EH Road, Sharma Nagar, Vyasarpadi, Perambur, Chennai",Perambur,"['Biryani', ' Mughlai', ' Fast Food', ' South Indian']","['Egg Biryani', ' Chicken 65', ' Prawn', ' Fried Rice Chicken']",400.0,4.0,559,3.8,15600,"['Home Delivery', 'Indoor Seating', 'Table Reservation Not Required']"
https://www.zomato.com/chennai/palmshore-egmore,Palmshore," 99/59, Pantheon Road, Opposite Museum, Egmore, Chennai",Egmore,"['North Indian', ' Chinese', ' Arabian', ' BBQ', ' Biryani', ' Beverages']","['Mutton Mandi', ' Fish', ' Brownie', ' Sea Food', ' Biryani', ' Bbq Chicken', ' Barbeque Chicken']",1000.0,4.4,2162,4.0,9721,"['Home Delivery', 'Indoor Seating', 'Table booking for Groups', 'Available for Functions', 'Catering Available', 'Table booking recommended', 'Bulk Orders Accepted', 'Buffet']"
https://www.zomato.com/chennai/hotel-sri-vairam-1-porur,Hotel Sri Vairam," 5/24, Karambakkam, Porur, Chennai",Porur,"['Biryani', ' South Indian', ' Chinese', ' North Indian']","['Paratha', ' Biryani', ' Mutton Chukka', ' Chicken 65']",300.0,4.0,523,3.8,14700,"['Home Delivery', 'Indoor Seating', 'Free Parking', 'Catering Available']"
https://www.zomato.com/chennai/sea-emperor-madipakkam,Sea Emperor," 11,12 & 13, Velachery Main Road, Ram Nagar, Madipakkam, Chennai",Madipakkam,"['Chinese', ' Arabian', ' North Indian', ' Seafood']","['Chicken Grill', ' Shawarma', ' Bbq Chicken', ' Naan', ' Barbeque Chicken', ' Dragon Chicken', ' Noodle']",900.0,3.8,602,3.9,6855,"['Home Delivery', 'Indoor Seating', 'Catering Available']"
https://www.zomato.com/chennai/andhikkadai-velachery,Andhikkadai," 20, Dhandeeswaram Main Road, Velachery, Chennai",Velachery,['South Indian'],"['Coffee', ' Sweet Kozhukattai', ' Idli', ' Pongal', ' Kothu Parotta', ' Appam', ' Badam Milk']",200.0,4.6,908,4.2,17300,"['Breakfast', 'Home Delivery', 'Vegetarian Only', 'Indoor Seating']"
https://www.zomato.com/chennai/paradise-biryani-thiruvanmiyur,Paradise Biryani," 72, Block 14, Dr. Muthulakshmi Salai, LB Road, Thiruvanmiyur, Chennai",Thiruvanmiyur,"['Biryani', ' North Indian', ' Kebab', ' Rolls']","['Hyderabadi Biryani', ' Mutton Biryani', ' Chicken Biryani', ' Shawarma', ' Gulab Jamun', ' Vegetable Biryani', ' Chicken Tikka']",900.0,4.2,1082,4.2,6345,"['Home Delivery', 'Free Parking', 'Indoor Seating']"
https://www.zomato.com/chennai/a2b-adyar-ananda-bhavan-velachery,A2B - Adyar Ananda Bhavan," No. 37F, Velachery Main Road, Velachery, Chennai",Velachery,"['South Indian', ' North Indian', ' Chinese', ' Fast Food', ' Mithai']","['Pav Bhaji', ' Chaat', ' Pongal', ' Dahipuri', ' Rasmalai', ' Filtered Coffee', ' Ghee Roast Dosa']",600.0,3.6,565,4.1,3302,"['Breakfast', 'Home Delivery', 'Vegetarian Only', 'Indoor Seating', 'Desserts and Bakes', 'Catering Available', 'All Day Breakfast']"
https://www.zomato.com/chennai/copper-kitchen-saligramam,Copper Kitchen," 5, Arunachalam Road, Opposite Prasad Studio, Saligramam, Chennai",Saligramam,"['North Indian', ' Chinese', ' Chettinad', ' Seafood']","['Biryani', ' Fish', ' Bbq Chicken', ' Banana Split', ' Brownie', ' Dynamite Chicken', ' Barbeque Chicken']",1000.0,4.2,2275,3.9,15800,"['Home Delivery', 'Lunch Menu', 'Valet Parking Available', 'Bulk Orders Accepted', 'Sports TV', 'Indoor Seating', 'Table booking recommended', 'Available for Functions', 'Catering Available', 'Wifi', 'Buffet']"
https://www.zomato.com/chennai/fazari-chromepet,Fazari," 15, CLC Works Road, Near Balaji Medical College, Chromepet, Chennai",Chromepet,['Arabian'],"['Shawarma', ' Faluda', ' Brownie', ' Chicken Grill', ' Fried Rice', ' Chicken Tikka Roll', ' Fish Finger']",750.0,4.2,1288,3.8,19700,"['Home Delivery', 'Indoor Seating', 'Table booking recommended', 'Valet Parking Available']"
https://www.zomato.com/chennai/guntur-gongura-sholinganallur,Guntur Gongura," 293/A, IT Express Way, Beside Swensens Building, Sholinganallur Signal, Sholinganallur, Chennai",Sholinganallur,"['Biryani', ' Andhra', ' North Indian', ' Chinese']","['Chicken Biryani', ' Vegetable Biryani', ' Hyderabadi Biryani', ' Fish Curry']",500.0,4.1,2449,3.8,59900,"['Breakfast', 'Home Delivery', 'Indoor Seating', 'Table booking recommended']"
https://www.zomato.com/chennai/andhra-ruchulu-porur,Andhra Ruchulu," Shop 2, 28/B, Mount Poonamalee Road, Opposite DLF, Porur, Chennai",Porur,"['Biryani', ' Andhra', ' North Indian', ' Chinese', ' South Indian']","['Dragon Chicken', ' Lollipop Biryani']",300.0,4.1,835,3.5,22600,"['Home Delivery', 'Indoor Seating']"
https://www.zomato.com/chennai/brownie-heaven-royapettah,Brownie Heaven," 193, Peters Road, Opposite New College, Royapettah, Chennai",Royapettah,"['Bakery', ' Desserts', ' Beverages']","['Vanilla Ice Cream', ' Brownie Shake', ' Filtered Coffee', ' Mint Ice Cream', ' Brownie Chocolate', ' Filter Coffee Soda', ' Cheesecake']",350.0,4.9,842,4.3,2270,"['Home Delivery', 'Indoor Seating', 'Desserts and Bakes']"
https://www.zomato.com/chennai/hotel-junior-kuppanna-t-nagar,Hotel Junior Kuppanna," 4, Kannaiya Street, North Usman Road, Near Reliance Fresh, T. Nagar, Chennai",T. Nagar,"['South Indian', ' Chinese', ' Kerala', ' Tamil']","['Paratha', ' Pallipalayam Chicken', ' Mutton Biryani', ' Fish Fry', ' Mutton Sukha', ' Brain Fry', ' Kothu Parotta']",700.0,4.3,1009,3.9,6225,"['Home Delivery', 'Indoor Seating']"
https://www.zomato.com/chennai/mezze-alwarpet,Mezze," Abhinav Center, Old Number 19, New Number 4, Co-operative Colony, Off Chamiers Road, Alwarpet, Chennai",Alwarpet,['Middle Eastern'],"['Baklava', ' Mezze', ' Shawarma', ' Pita Bread', ' Fries', ' Falafel', ' Chicken Shawarama']",700.0,4.7,1152,4.2,2249,"['Home Delivery', 'Indoor Seating']"
https://www.zomato.com/chennai/pantry-dor-anna-nagar-east,Pantry d'or," 21/11, J Block, 6th Avenue Main Road, Anna Nagar East, Chennai",Anna Nagar East,"['Continental', ' American', ' Italian', ' Desserts', ' Beverages']","['Pizza', ' Pasta', ' Hot Chocolate', ' Pancakes', ' Sandwich', ' Burgers', ' Cheesecake']",750.0,4.4,2485,3.9,9838,"['Home Delivery', 'Valet Parking Available', 'Table reservation required', 'Wifi', 'Smoking Area', 'Desserts and Bakes', 'Indoor Seating', 'Bulk Orders Accepted', 'Outdoor Seating', 'All Day Breakfast']"
https://www.zomato.com/chennai/maggevala-curly-cravings-kilpauk,Maggevala - Curly Cravings," 62C, Ormes Road, Kilpauk, Chennai",Kilpauk,"['Fast Food', ' Street Food', ' Beverages']","['Peri Peri Fries', ' Waffles', ' Kit Kat Shake', ' Ferrero Rocher Shake', ' Pasta', ' Veg Maggi', ' Oreo Shake']",400.0,4.0,731,3.7,1503,"['Home Delivery', 'Vegetarian Only', 'Free Parking', 'Indoor Seating']"
