,Tweet,Timestamp
13,"RT @lindependant: #Covid : premières données rassurantes sur #Omicron, un officiel africain appelle à la prudence https://t.co/lXxU3yB4ZL",2021-12-23 13:12:20+00:00
14,RT @DrEricDing: ⚠️“MILDER” will not save us from overwhelmed hospitals. NYC #COVID19 🏥admissions up ⬆️4x in a month. ➡️Even if it’s 50% mil…,2021-12-23 13:12:20+00:00
15,"RT @chidambara09: https://t.co/BFHouspnBx 

#OmiCrOn #DeltaVariant 

#dataScientist #iOT
#CX #WOMEN #eHealth
#dataScience #AI #finServ
#fas…",2021-12-23 13:12:19+00:00
16,"RT @BioCubaFarma: La industria biofarmacéutica cubana entregará al @MINSAPCuba, poco más de 6 millones de dosis (entre las vacunas #Abdala…",2021-12-23 13:12:18+00:00
17,"RT @SHIFUJIJAIHIND: Confirm hai- Chaman _____ Ko Atyant Bhayankar Bura Legega? 

#omicron #coronavirus #newyear #xmas Kyaa Aap Bhi Le Rahe…",2021-12-23 13:12:18+00:00
18,RT @sumanthraman: 33 cases of #Omicron in Tamil Nadu?,2021-12-23 13:12:17+00:00
19,Meanwhile in Manitoba: If you’re a “Gambler &amp; Boozer” the @pcmanitoba has your back. They’ll be giving away free  K… https://t.co/KZI42HbBmh,2021-12-23 13:12:16+00:00
20,"RT @evanblecher: As a South African following #omicron data &amp; research from SA very closely, it’s becoming apparent that the world is simul…",2021-12-23 13:12:15+00:00
21,"RT @DrEricDing: 2) same in London, the earliest #Omicron epicenter in UK… hospitalizations have tripled since a month ago! People who tout…",2021-12-23 13:12:14+00:00
22,"RT @chidambara09: https://t.co/BFHouspnBx 

#OmiCrOn #DeltaVariant 

#dataScientist #iOT
#CX #WOMEN #eHealth
#dataScience #AI #finServ
#fas…",2021-12-23 13:12:13+00:00
23,"RT @teleSURtv: El Ministerio de Salud de la Federación #Rusa🇷🇺 registró un nuevo fármaco contra la pandemia de la #Covid19, en esta ocasión…",2021-12-23 13:12:12+00:00
24,"ഒമൈക്രോണ്‍; വിമാനയാത്രകാര്‍ക്ക് പകര്‍ച്ച സാധ്യത മൂന്ന് മടങ്ങ്, ഇക്കാര്യങ്ങള്‍ ശ്രദ്ധിക്കുക #omicron #india #news… https://t.co/1mvdIen8Gw",2021-12-23 13:12:12+00:00
25,"RT @lereveildatlas: 🔴 Attention face à la recrudescence du variant #Omicron et de la nouvelle vague de #COVID, il est recommandé de se lave…",2021-12-23 13:12:10+00:00
26,"RT @chidambara09: https://t.co/BFHouspnBx 

#OmiCrOn #DeltaVariant 

#dataScientist #iOT
#CX #WOMEN #eHealth
#dataScience #AI #finServ
#fas…",2021-12-23 13:12:08+00:00
27,"... तो शुरू हो गयी #Congress  में मोर्चाबंदी 

#Punjab #COVID19 #COVID #FarmersDay #HawkeyeFinale #Israel… https://t.co/67GnqFGFXw",2021-12-23 13:12:07+00:00
28,"RT @Newsbox_India: #COVID19 Update :

🇺🇸 USA reports 243,000 new cases ,2,057 de@ths and 1000+ hospitalisations in 24hrs.‼️

🇫🇷 France repo…",2021-12-23 13:12:06+00:00
29,"RT @SrivastvaSaloni: तेज़ी से बढ़ रहा है ओमाईक्रॉन का संक्रमण…देश में अब तक 249 केस सामने आ चुके हैं…

अगर आप मास्क लगाते हैं…
तो अपने परि…",2021-12-23 13:12:06+00:00
30,RT @Martin_Moder: Verursacht #Omicron weniger schwere Verläufe? Die Daten sind gar nicht so widersprüchlich wie sie scheinen. Aber man muss…,2021-12-23 13:12:05+00:00
31,RT @GargiRawat: PM addressing a massive gathering in Varanasi. Later today he will chair a meeting on the threat from the Omicron variant #…,2021-12-23 13:12:05+00:00
32,"RT @chidambara09: https://t.co/BFHouspnBx 

#OmiCrOn #DeltaVariant 

#dataScientist #iOT
#CX #WOMEN #eHealth
#dataScience #AI #finServ
#fas…",2021-12-23 13:12:04+00:00
33,"RT @chidambara09: https://t.co/BFHouspnBx 

#OmiCrOn #DeltaVariant 

#dataScientist #iOT
#CX #WOMEN #eHealth
#dataScience #AI #finServ
#fas…",2021-12-23 13:12:04+00:00
34,"RT @IndiaToday: PM Modi to hold crucial #Omicron review meet shortly, will examine states omicron preparedness 
@Rahulshrivstv shares more…",2021-12-23 13:12:02+00:00
35,"RT @_Bilderberg_: «On #vaccine les gens et en plus on les empêchent de se retrouver entre eux, c'est la double peine [...] 
C'est d'une cru…",2021-12-23 13:12:01+00:00
36,"@aiims_rpr @TS_SinghDeo 
Is Chhattisgarh is ready for 3rd wave or not ? 
😞😞😞😞
#Omicron https://t.co/5l3hRwmgg0",2021-12-23 13:12:00+00:00
37,"#Omicron dashing #Christmas hopes of a rebounding #BigApple for countless #NYC #Stores, #Restaurants, #Tourists,… https://t.co/67pgvaKPQb",2021-12-23 13:12:00+00:00
38,RT @LerouxArthur10: Pfff ces journaux #complotistes qui valident les thèses d'échappement immunitaire émises par #Raoult il y a un an ... A…,2021-12-23 13:11:59+00:00
39,"RT @teozka: Van saliendo resultados sobre severidad de las olas de #Omicron, y todos sugieren que la infección por esta variante en poblaci…",2021-12-23 13:11:59+00:00
40,"https://t.co/BFHouspnBx 

#OmiCrOn #DeltaVariant 

#dataScientist #iOT
#CX #WOMEN #eHealth
#dataScience #AI… https://t.co/dCCGKl77nd",2021-12-23 13:11:59+00:00
41,"RT @pokrath: สรุป #omicron #โควิด19 ข้อมูลถึง 23/12/2021
1. แพร่เร็วกว่าเดลตา 2-3 เท่า
2. ติดได้ในคนที่มีภูมิแล้ว (เคยติดเชื้อแล้ว หรือฉีด…",2021-12-23 13:11:58+00:00
42,RT @ddc_riskcom: บนเครื่องบินเพิ่มความเสี่ยงติดเชื้อ Omicron 2-3 เท่า แนะนำผู้โดยสารหลีกเลี่ยงสัมผัสใกล้ชิดหรือสัมผัสพื้นผิวที่จับต้องบ่อย.…,2021-12-23 13:11:58+00:00
43,"RT @ALunaSilva: 🔴 #ULTIMAHORA Ya se registran en #Puebla 3 casos sospechosos de la variante #Omicron, informa el secretario de Salud, José…",2021-12-23 13:11:58+00:00
44,RT @brettcisaac: Wondering how #Omicron is impacting the travel industry and business travel recovery? Take a look at this article from @jo…,2021-12-23 13:11:58+00:00
45,"RT @GiovaQuez: Riepilogo misure per #Omicron 
- Obbligo di mascherina all'aperto in tutto il Paese e obbligo di FFP2 al chiuso. Si valutano…",2021-12-23 13:11:57+00:00
46,RT @DrEricDing: ⚠️“MILDER” will not save us from overwhelmed hospitals. NYC #COVID19 🏥admissions up ⬆️4x in a month. ➡️Even if it’s 50% mil…,2021-12-23 13:11:56+00:00
47,"#Covid : premières données rassurantes sur #Omicron, un officiel africain appelle à la prudence https://t.co/lXxU3yB4ZL",2021-12-23 13:11:55+00:00
48,"RT @aajtak: #Omicron: आ गई नई Guidelines, Christmas-New Year Party पर ब्रेक, कहां-कहां, क्या-क्या पाबंदी, जानें 
#ATDigital #Coronavirus #C…",2021-12-23 13:11:52+00:00
49,"🇩🇰 Denmark 🇩🇰 / 23 dec 2021
☣️ +20 539 /24h ⬆️
💥 RECORD 💥

(+105% /7d) ⬇️ 💥

💀 +15 /24h ⬆️
📈 Tx pos : 2,5% ⬆️
🦠… https://t.co/c7ddB0q1xV",2021-12-23 13:11:51+00:00
50,"RT @penileyramirez: En un solo puesto de pruebas, en NY: 
1 PCR cada 1.5 minutos. 
Unas 700 PCRs por día, en un puesto que solía hacer 100-…",2021-12-23 13:11:50+00:00
51,"PM Modi to hold crucial #Omicron review meet shortly, will examine states omicron preparedness 
@Rahulshrivstv shar… https://t.co/dYEre8Yhmn",2021-12-23 13:11:49+00:00
52,"RT @_Bilderberg_: Elle est EXCEPTIONNELLE ! Vraiment à diffuser..

#Omicron #UnionSacree #COVID19France #COVID19 https://t.co/MD1TdY42yj",2021-12-23 13:11:47+00:00
53,RT @real_safespaces: Reports that #Omicron isn't as deadly as previously hyped should be the TOP STORY on every major news site and channel…,2021-12-23 13:11:47+00:00
54,"RT @timesofindia: The total number of #Omicron cases in India rises to 236, of which 104 have recovered: Ministry of Health and Family Welf…",2021-12-23 13:11:47+00:00
55,"RT @barriere_dr: 1️⃣ FFP2 vs masque chirurgical 
Face au risque #Omicron 

Pourquoi le recommander en particulier pour les plus fragiles (c…",2021-12-23 13:11:47+00:00
56,RT @Jpana75: Is it really #Omicron that’s spreading rapidly or is it just a lot of ppl getting tested in order to travel.. completely asymp…,2021-12-23 13:11:46+00:00
57,"Spain: The sixth wave runs amok in Madrid: 11,221 infections, the highest number recorded by Alberto Sibaja #Spain… https://t.co/VZAbtcd8rZ",2021-12-23 13:11:45+00:00
58,I feel like Roy Keane did after picking up that yellow card v Juventus in the ‘99 Champions League semi final….… https://t.co/8Zz9CZkhxO,2021-12-23 13:11:44+00:00
59,@train_nomad bravo d'avoir prévu le train de 14h12 au départ de saint Lazare en US la veille de Noël et en pleine é… https://t.co/rwjjWxu3Bq,2021-12-23 13:11:43+00:00
60,#Omicron arrived almost a month ago. So why are hospitalizations so low? Demographic trends are keeping hospital nu… https://t.co/yO41U0F41n,2021-12-23 13:11:43+00:00
61,"RT @Plus_Founder: They are sending 2nd years back as omicron is approaching.
They are calling 3rd years to campus as India is not suffering…",2021-12-23 13:11:42+00:00
62,"RT @ZapateroAntonio: Con los datos disponibles en la serie de casos de la @ComunidadMadrid vemos que el riesgo de neumonía, es un 73.5% inf…",2021-12-23 13:11:42+00:00
63,"RT @ellymelly: We are hearing three pieces of information simultaneously and not questioning it:

1. #Omicron is basically immune to curren…",2021-12-23 13:11:40+00:00
64,"A week ago of the people who got tested over 140,000 tested positive, yesterday? Over 240,000. That is what exponen… https://t.co/ULFK1V1vdO",2021-12-23 13:11:39+00:00
65,RT @WaytowichNeil: Understand that the Ford Government is allowing #COVID19 and #Omicron to run rampant to create a public health crisis to…,2021-12-23 13:11:37+00:00
66,"RT @ZeeNews: दिल्ली के सीएम अरविंद केजरीवाल ने ओमिक्रॉन को लेकर जानिए क्या कहा.  

@ArvindKejriwal @BhawanaKishore
#Omicron #Coronavirus…",2021-12-23 13:11:37+00:00
67,RT @DrEricDing: ⚠️“MILDER” will not save us from overwhelmed hospitals. NYC #COVID19 🏥admissions up ⬆️4x in a month. ➡️Even if it’s 50% mil…,2021-12-23 13:11:36+00:00
68,"RT @Adnkronos: Variante #Omicron, in Italia ""aumentata di 100 volte in 2 settimane"". https://t.co/wYzMb7XplS",2021-12-23 13:11:35+00:00
69,"Datos de  los contagios en Granada hoy, a 24 horas de #Nochebuena #ómicron sigue desbocado pero los hospitales resi… https://t.co/vlofoLtQMG",2021-12-23 13:11:35+00:00
70,"RT @BioCubaFarma: La industria biofarmacéutica cubana entregará al @MINSAPCuba, poco más de 6 millones de dosis (entre las vacunas #Abdala…",2021-12-23 13:11:34+00:00
71,"RT @dw_espanol: #Belén sin peregrinajes navideños

#Israel volvió a cerrar las fronteras para la mayoría de extranjeros. La medida busca co…",2021-12-23 13:11:34+00:00
72,"RT @DrEricDing: UK 🇬🇧 hospitalizations spiking —now the highest in over 6 months. But mild you ask? ➡️Even if it’s 50% milder, but you doub…",2021-12-23 13:11:32+00:00
73,"🇮🇹🦠 #Italia | #Coronavirus | #Ómicron | 
 
Italia prepara nuevas medidas para frenar el avance de la variante Ómicr… https://t.co/qVP0NZ0G24",2021-12-23 13:11:31+00:00
74,"RT @sunnewstamil: #BREAKING | மீண்டும் ஊரடங்கா? -ஒன்றிய அரசு புதிய அறிவிப்பு!

#SunNews | #Omicron | #OmicronVariant https://t.co/mfXJliT4Cb",2021-12-23 13:11:30+00:00
75,"RT @Cartabellotta: #GIMBE invita il Governo a considerare le seguenti proposte per contenere la quarta ondata

#Omicron 
#VarianteOmicron h…",2021-12-23 13:11:29+00:00
76,RT @euronewses: #Venezuela detecta los primeros 7 casos de la variante #ómicron del #coronavirus El país caribeño comenzará a poner la vacu…,2021-12-23 13:11:27+00:00
77,#staysafe #omicron https://t.co/xo2Twx8H0z,2021-12-23 13:11:26+00:00
78,"RT @BethPathak: The current situation, with #omicron surging, is going to crush workers and their families. 

Thus far we have:
➡️ NO free…",2021-12-23 13:11:25+00:00
79,"RT @paapa_5: Shut Srm
#covid_in_SRM
#SRM_ForcingOfflineClasses
#SRM_Causing3rdWave
#omicron https://t.co/MQsqQa5IpI",2021-12-23 13:11:25+00:00
80,"Covid positive! OMG!! Only symptom is an uncontrollable appetite for chili!
#Omicron",2021-12-23 13:11:24+00:00
81,"RT @MarteauOlivier: Record absolu d'infections hier en France, en Angleterre et dans tous les pays ultra-vaccinés.
➡️ Explication du Financ…",2021-12-23 13:11:23+00:00
82,@BeauRTL Noodkreet:  #Huisartsen in #Amsterdam #Omicron is zo goed als dominant hier. Locaties voor #booster zijn v… https://t.co/qVmNiPkcuC,2021-12-23 13:11:21+00:00
83,RT @kanak_news: ଓଡିଶାକୁ ଘାରିଲା ଓମିକ୍ରନ୍ ଭୟ । ଚିହ୍ନଟ ହେଲେ ଆଉ ୨ ଆକ୍ରାନ୍ତ #Omicron #Odisha https://t.co/qMbTr05RUb,2021-12-23 13:11:20+00:00
84,RT @GargiRawat: PM addressing a massive gathering in Varanasi. Later today he will chair a meeting on the threat from the Omicron variant #…,2021-12-23 13:11:19+00:00
85,"RT @pokrath: สรุป #omicron #โควิด19 ข้อมูลถึง 23/12/2021
1. แพร่เร็วกว่าเดลตา 2-3 เท่า
2. ติดได้ในคนที่มีภูมิแล้ว (เคยติดเชื้อแล้ว หรือฉีด…",2021-12-23 13:11:16+00:00
86,Mauricio Valencia: #Omicron vulnera el esquema completo de vacunación y disminuye el sistema de defensa que se cons… https://t.co/ueq3fK3SwO,2021-12-23 13:11:16+00:00
87,"Covid-19, stretta per le festività natalizie. Tutti i temi discussi nella Cabina di Regia https://t.co/hqz9BNDCeI… https://t.co/YoKlzk4YpA",2021-12-23 13:11:16+00:00
88,"RT @pokrath: สรุป #omicron #โควิด19 ข้อมูลถึง 23/12/2021
1. แพร่เร็วกว่าเดลตา 2-3 เท่า
2. ติดได้ในคนที่มีภูมิแล้ว (เคยติดเชื้อแล้ว หรือฉีด…",2021-12-23 13:11:15+00:00
89,"RT @AamAadmiParty: .@ArvindKejriwal govt prepared to fight #Omicron :

▪️Built a capacity for 3 LAKH TESTS/DAY
▪️Prepared to deal with 1 LA…",2021-12-23 13:11:15+00:00
90,RT @gt_kke: 🔴Η προστασία από την πανδημία &amp; την επερχόμενη μετάλλαξη #Omicron για την κυβέρνηση περιορίζεται στην απαγόρευση των εορταστικώ…,2021-12-23 13:11:14+00:00
91,"RT @JBollee: Comme de nombreux scientifiques le disent, #Omicron pourrait agir comme un « vaccin » naturel tant il est peu dangereux. En Af…",2021-12-23 13:11:13+00:00
92,"RT @Cartabellotta: #GIMBE invita il Governo a considerare le seguenti proposte per contenere la quarta ondata

#Omicron 
#VarianteOmicron h…",2021-12-23 13:11:12+00:00
93,"RT @pokrath: สรุป #omicron #โควิด19 ข้อมูลถึง 23/12/2021
1. แพร่เร็วกว่าเดลตา 2-3 เท่า
2. ติดได้ในคนที่มีภูมิแล้ว (เคยติดเชื้อแล้ว หรือฉีด…",2021-12-23 13:11:12+00:00
94,"RT @trishgreenhalgh: #Omicron is spreading fast. WHAT CAN YOU DO?
Great new animation from @VickiGSP https://t.co/wxgs0omiep",2021-12-23 13:11:12+00:00
95,Dans un contexte pandémique toujours aussi compliqué pour l’organisation d'événements physiques aggravé par l’expan… https://t.co/CPcEMyq5ui,2021-12-23 13:11:11+00:00
96,"RT @ZeeNews: दिल्ली के सीएम अरविंद केजरीवाल ने ओमिक्रॉन को लेकर जानिए क्या कहा.  

@ArvindKejriwal @BhawanaKishore
#Omicron #Coronavirus…",2021-12-23 13:11:11+00:00
97,"RT @flying4life: #Omicron is doubling every 2 to 3 days – much faster than Delta. A former #SAGE member has called transmission ""eye-wateri…",2021-12-23 13:11:10+00:00
98,"@carovinales Si tuvimos un incremento muy alarmante de mas de 150 casos en menos de 24hrs

Están haciendo mas prueb… https://t.co/54vSb3EyFt",2021-12-23 13:11:07+00:00
99,"RT @SciChefQC: Craignant la propagation d'#Omicron, plusieurs gouvernements ont fermé leurs frontières aux visiteurs de certains pays afric…",2021-12-23 13:11:05+00:00
100,"RT @colvieux: #CABINADIREGIA #omicron finalmente viene introdotto l’obbligo di Ffp2 in cinema, teatri e per eventi sportivi, nonché sui mez…",2021-12-23 13:11:04+00:00
101,"RT @GiovaQuez: Riepilogo misure per #Omicron 
- Obbligo di mascherina all'aperto in tutto il Paese e obbligo di FFP2 al chiuso. Si valutano…",2021-12-23 13:11:03+00:00
102,"RT @medicalfollower: #COVID-19  @MartinBlachier : « 10 fois moins de chance de finir en réa » 
« L’apocalypse #Omicron n’aura pas lieu » ht…",2021-12-23 13:11:02+00:00
103,"RT @Percolator_HNJ: En ondertussen zitten wij hier in een harde #lockdown. #Omicron is niet het probleem, de door #Rutte afgebroken zorgcap…",2021-12-23 13:11:01+00:00
104,"RT @aajtak: #Omicron: आ गई नई Guidelines, Christmas-New Year Party पर ब्रेक, कहां-कहां, क्या-क्या पाबंदी, जानें 
#ATDigital #Coronavirus #C…",2021-12-23 13:11:01+00:00
105,Mauricio Valencia: las pruebas rápidas toman relevancia para detectar la nueva variante. #Omicron demorará máximo u… https://t.co/DTFkA6o9FM,2021-12-23 13:11:00+00:00
106,"#23Dic Hospitalizaciones se reducen hasta un 45 % con la ómicron, según estudio https://t.co/MvRH2tj30B… https://t.co/O5THEjA6Ov",2021-12-23 13:11:00+00:00
107,RT @ErmannoKilgore: Cioè spiegatemi #Draghi è arrivato come Salvatore della patria dopo che #Conte e #Arcuri avevano fronteggiato a mani nu…,2021-12-23 13:10:59+00:00
108,"RT @Honest54677454: #covid_in_SRM
#SRM_ForcingOfflineClasses
#SRM_Causing3rdWave
#omicron https://t.co/K3JNMMkvIn https://t.co/9DxystAYxU",2021-12-23 13:10:59+00:00
109,RT @stejmoff: Now that’s a proper lockdown #china #xian #Omicron 🦠 https://t.co/wO8dnYJ1Pw,2021-12-23 13:10:58+00:00
110,"RT @pokrath: สรุป #omicron #โควิด19 ข้อมูลถึง 23/12/2021
1. แพร่เร็วกว่าเดลตา 2-3 เท่า
2. ติดได้ในคนที่มีภูมิแล้ว (เคยติดเชื้อแล้ว หรือฉีด…",2021-12-23 13:10:58+00:00
111,"RT @Vaccinologist: FYI, the 1st reported #Omicron-related death in the US was a man who previously had #COVID19 and unvaccinated. Get vacci…",2021-12-23 13:10:58+00:00
112,"RT @omarbula: Para esta #Navidad - la #OMS desea que descansen en paz...y un sentido pésame...
 
@opsoms #Omicron",2021-12-23 13:10:58+00:00
113,"RT @teozka: Van saliendo resultados sobre severidad de las olas de #Omicron, y todos sugieren que la infección por esta variante en poblaci…",2021-12-23 13:10:58+00:00
114,RT @nzingaretti: Da oggi nel Lazio mascherine all’aperto e continua la campagna per i #vaccini. Fermiamo insieme la variante #Omicron,2021-12-23 13:10:57+00:00
115,#Omicron est un bonne nouvelle mais ils font peur au gens. L'immunité naturel est meilleur que n'importe quel vaccin.,2021-12-23 13:10:56+00:00
116,"RT @GiovaQuez: Riepilogo misure per #Omicron 
- Obbligo di mascherina all'aperto in tutto il Paese e obbligo di FFP2 al chiuso. Si valutano…",2021-12-23 13:10:55+00:00
117,"RT @mondo_economico: L'indice Rt alla vigilia di Natale
Le #regioni hanno quasi tutte valori superiori a 1, ma la copertura vaccinale è abb…",2021-12-23 13:10:55+00:00
118,"RT @marketanci: #quran_thedivinebook
Surah Fatihah or L'Opening English Translation 
#allopapanoel
#AEWDynamite
#HalaMadrid
#Hawkeye
#Jeudi…",2021-12-23 13:10:55+00:00
119,"RT @donTomasSerrano: Con esta imposición innecesaria de las mascarillas en la calle, ya hay tema para mirar hacia otro lado: es el tema per…",2021-12-23 13:10:52+00:00
120,RT @GargiRawat: PM addressing a massive gathering in Varanasi. Later today he will chair a meeting on the threat from the Omicron variant #…,2021-12-23 13:10:51+00:00
121,"RT @otvnews: #BigBreaking 

Two more persons test positive for the #Omicron variant of #Covid19, informs Institute of Life Science #Odisha…",2021-12-23 13:10:49+00:00
122,RT @EckerleIsabella: Our pre-print on #rapidtest sensitivity for cultured #Omicron variant: Tendency towards lower sensitivity for Omicron…,2021-12-23 13:10:49+00:00
123,"👇 More than 35,000 retailers across the UK are in “significant financial distress” as #Omicron pressure mounts duri… https://t.co/7yP56uvk0J",2021-12-23 13:10:48+00:00
124,"RT @RNAiAnalyst: German health minister Professor @Karl_Lauterbach calls for 4th (biontech) jab against #omicron.

But is that really neede…",2021-12-23 13:10:47+00:00
125,RT @CiroGomezL: El #ómicron es la variante de coronavirus más contagiosa; un infectado puede contagiar hasta 18 personas. Estos son los niv…,2021-12-23 13:10:46+00:00
126,"RT @Boghuma: The emergency room wasn't ""mildly"" crowded last night, it was full over capacity with patients on stretchers in corridors.
The…",2021-12-23 13:10:46+00:00
127,"RT @mr_sky00: #Omicron Live Update: देश के 17 राज्यों में हुई ओमिक्रॉन की एंट्री, अब संक्रमितों की संख्या 254 https://t.co/slL2edVgei",2021-12-23 13:10:46+00:00
128,RT @ErmannoKilgore: Cioè spiegatemi #Draghi è arrivato come Salvatore della patria dopo che #Conte e #Arcuri avevano fronteggiato a mani nu…,2021-12-23 13:10:45+00:00
129,"RT @AamAadmiParty: .@ArvindKejriwal govt prepared to fight #Omicron :

▪️Built a capacity for 3 LAKH TESTS/DAY
▪️Prepared to deal with 1 LA…",2021-12-23 13:10:43+00:00
130,"RT @Covid19Place: Malaysia: Thu, 23 Dec - Covid19 Update
https://t.co/m1a19px3Yi
Live Update: Cases by Cities &amp; Areas
@jpmgov_ @mynadma @Kh…",2021-12-23 13:10:42+00:00
131,"RT @indiatvnews: #OmicronVariant LIVE Updates: #Mumbai reports 602 fresh cases in 24 hours, #PMModi's review meet shortly
#Omicron #coronav…",2021-12-23 13:10:42+00:00
132,"RT @teozka: Van saliendo resultados sobre severidad de las olas de #Omicron, y todos sugieren que la infección por esta variante en poblaci…",2021-12-23 13:10:42+00:00
133,"RT @ZeeBusiness: ओमिक्रॉन के बढ़ते मामले के चलते राज्य सरकारें भी काफी सक्रिय हो गई हैं।

 लेकिन क्या सिर्फ गाइडलाइन जारी करने से ओमिक्रॉन…",2021-12-23 13:10:41+00:00
134,"RT @teozka: Van saliendo resultados sobre severidad de las olas de #Omicron, y todos sugieren que la infección por esta variante en poblaci…",2021-12-23 13:10:41+00:00
135,"#koekoek..

+/-50% gevaccineerd in het ziekenhuis was in november nog zo, maar hoe zit dat inmiddels? Waarom horen… https://t.co/PkIrfjAu15",2021-12-23 13:10:39+00:00
136,"While we learn even more about #Omicron, the things we need to do to prevent COVID-19 spreading are the same.

Here… https://t.co/zoIT7Twl9r",2021-12-23 13:10:38+00:00
137,RT @XavierAbadMdG: Estem lliscant cap un escenari de població amb alta protecció respecte malaltia greu però poca protecció vs  infecció pe…,2021-12-23 13:10:35+00:00
138,"It is worth our media and some of their ill-informed ""sources"" to remember and repeat, #Omicron is less serious for… https://t.co/hAhf5RIjyi",2021-12-23 13:10:34+00:00
139,"RT @GiovaQuez: Riepilogo misure per #Omicron 
- Obbligo di mascherina all'aperto in tutto il Paese e obbligo di FFP2 al chiuso. Si valutano…",2021-12-23 13:10:33+00:00
140,Mauricio Valencia: mantener la distancia y tener espacios ventilados son medidas que recobran importancia. Se sabe… https://t.co/lf7BStmICK,2021-12-23 13:10:32+00:00
141,RT @hkumed: A joint study with @CUHKMedicine found that a third dose of Comirnaty vaccine given to those who received two doses of either C…,2021-12-23 13:10:31+00:00
142,"RT @pokrath: สรุป #omicron #โควิด19 ข้อมูลถึง 23/12/2021
1. แพร่เร็วกว่าเดลตา 2-3 เท่า
2. ติดได้ในคนที่มีภูมิแล้ว (เคยติดเชื้อแล้ว หรือฉีด…",2021-12-23 13:10:31+00:00
143,"RT @chelsea_wats: THREAD: As #Omicron surges and our systems strain, I wanted to share my #COVID19 experience in NYC last month. It was act…",2021-12-23 13:10:30+00:00
144,"Omicron virüsü hızla yayılıyor! Türkiye'de de yeni tedbirler kapıda &gt;&gt;&gt; https://t.co/jGbxlOMTMy

#OmicronVirus #Omicron",2021-12-23 13:10:30+00:00
145,"RT @threadreaderapp: @jocamus Bonjour, please find the unroll here: Van saliendo resultados sobre severidad de las olas de #Omicron, y… htt…",2021-12-23 13:10:29+00:00
146,"RT @chelsea_wats: THREAD: As #Omicron surges and our systems strain, I wanted to share my #COVID19 experience in NYC last month. It was act…",2021-12-23 13:10:29+00:00
147,RT @ArnJagaurd: What a wanker. These clowns are gambling with the lives of Australians. Why is that exactly? #COVID19 #OmicronVirus #Omicro…,2021-12-23 13:10:29+00:00
148,"Omicron virüsü hızla yayılıyor! Türkiye'de de yeni tedbirler kapıda &gt;&gt;&gt; https://t.co/B307kRCNBZ

#OmicronVirus #Omicron",2021-12-23 13:10:26+00:00
149,"RT @ZapateroAntonio: Con los datos disponibles en la serie de casos de la @ComunidadMadrid vemos que el riesgo de neumonía, es un 73.5% inf…",2021-12-23 13:10:26+00:00
150,"@afpfr Bande d'irresponsables, vous parlez d'une catastrophe climatique en cours alors qu'on est en plein #covid av… https://t.co/xh0ZuPTgf3",2021-12-23 13:10:25+00:00
151,"राज्य अपनी तैयारी बनाए रखें तथा ओमिक्रॉन के मद्देनजर पांच गुना रणनीति का पालन करें : केंद्र  

#centralgovernment… https://t.co/VqtNlkOK5p",2021-12-23 13:10:25+00:00
